speaker,addressed,lineorder,combinedline,numberofrows,wordcount,mode
ROSE,FINN,353,Look closer. My sister and I grew up in a poor mining system. The First Order stripped our ore to finance their military then shelled us to test their weapons. They took everything we had. And who do you think these people are? There's only one business in the galaxy that'll get you this rich.,1,55,
FINN,ROSE,354,War.,1,1,
ROSE,FINN,355,"Selling weapons to the First Order. I wish I could put my fist through this whole lousy, beautiful town.",1,19,
BB8,"FINN, ROSE",356,raaaer! du d-duuu. da di daaa aaaa. do do di do da dooo-ooo,1,13,
ROSE,FINN,357,Red plom bloom!,1,3,
FINN,ROSE,358,Red plom bloom!,1,3,
ROSE,FINN,359,The Master Codebreaker!,1,3,
SLOWEN LO,COP,360,"Yup, those are the shuttle parkers.",1,6,
COP,"FINN, ROSE",361,"All right, You two are under arrest for parking violation 27B/6. You have the right to remain...",1,17,
LOVEY,MASTER CODEBREAKER,362,What was that?,1,3,
MASTER CODEBREAKER,LOVEY,363,"No, no. Not now, Lovey. I'm on a roll.",1,9,
LUKE,REY,364,"Lesson Two. Now that they're extinct, the Jedi are romanticized, deified. But if you strip away the myth and look at their deeds, the legacy of the Jedi is failure. Hypocrisy, hubris.",1,32,
REY,LUKE,365,That's not true.,1,3,
LUKE,REY,366,"At the height of their powers, they allowed Darth Sidious to rise, create the Empire and wipe them out. It was a Jedi Master who was responsible for the training and creation of Darth Vader.",1,35,
REY,LUKE,367,"And a Jedi who saved him. Yes, the most hated man in the galaxy. But you saw that there was conflict inside him. You believed that he wasn't gone. That he could be turned.",1,34,
LUKE,REY,368,"And I became a legend. For many years, there was balance and then I saw Ben. My nephew with that mighty Skywalker blood. And in my hubris, I thought I could train him, I could pass on my strengths. Han was Han about it. Leia trusted me with her son. I took him, and a dozen students and began a training temple. By the time I realized I was no match for the darkness rising in him, it was too late.",1,81,
REY,LUKE,369,What happened?,1,2,
LUKE,REY,370,"I went to confront him. And he turned on me. He must have thought I was dead. When I came to, the temple was burning. He had vanished with a handful of my students. And slaughtered the rest. Leia blamed Snoke, but it was me. I failed. Because I was Luke Skywalker. Jedi master. A legend.",1,56,
REY,LUKE,371,The galaxy may need a legend. I need someone to show me my place in all this. And you didn't fail Kylo. Kylo failed you. I won't.,1,27,
PEAVEY,ARMITAGE HUX,372,The main cruiser's still keeping beyond range. But their medical frigate is out of fuel and its shields are down.,1,20,
ARMITAGE HUX,PEAVEY,373,The beginning of their end. Destroy it.,1,7,
MEDICAL FRIGATE PILOT,AMILYN HOLDO,374,"The last of our crew has been evacuated and heading your way. It's been an honor, Admiral. Godspeed, Rebels!",1,19,
KAYDEL KO CONNIX,AMILYN HOLDO,375,"Admiral, fuel reserves at six hours.",1,6,
AMILYN HOLDO,KAYDEL KO CONNIX,376,Maintain our current course. Steady on.,1,6,
POE,POE,377,"Finn, Rose, where are you guys?",1,6,
COP,NA,378,Deal me in. Thanks.,1,4,
ROSE,FINN,379,"Finn, the fleet is running on fumes. Without a codebreaker to break us onto Snoke's Star Destroyer. What do we do?",1,21,
FINN,ROSE,380,"I don't know. Unless you got a thief in your pocket, our plan is shot.",1,15,
DJ,"ROSE, FINN",381,"Um, I can do it.",1,5,
ROSE,DJ,382,What?,1,1,
DJ,ROSE,383,What?,1,1,
ROSE,DJ,384,What?,1,1,
DJ,"ROSE, FINN",385,"Sorry, I'm just couldn't help but overhear all the stuff that you were saying really loudly while I trying to sleep. Codebreaker? Thief? I can do it.",1,27,
FINN,DJ,386,"I'm not talking about picking pockets, OK?",1,7,
DJ,FINN,387,"Yeah. Don't let the wrapper fool you, friend. Me and the First Order codeage go way back. And, if the price is right, I could break you into old man Snoke's boudoir.",1,32,
FINN,DJ,388,No.,1,1,
ROSE,DJ,389,We're... We've got it covered.,1,5,
DJ,"FINN, ROSE",390,Ha-tuk-ga.,1,1,
FINN,ROSE,391,Did he just...?,1,3,
ROSE,FINN,392,Yeah. We gotta get outta here! This way!,1,8,
COP,,393,"Why, you little...",1,3,
DJ,,394,D-D-D-Did you do this?,1,4,
COP,DJ,395,"Hey, hands up! Hands up!",1,5,
DJ,COP,396,"Yeah, man.",1,2,
DJ,BB8,397,"What's your story, roundie?",1,4,
COP #1,NA,398,They went this way! Lock down all the exits.,1,9,
COP #2,NA,399,Wait.,1,1,
FINN,ROSE,400,That smelled great. Those cops will be here any minute. What now? Whoa! Ooh!,1,14,
ROSE,TEMIRI BLAGG,401,"No, wait. Please don't! We're with the Resistance.",1,8,
COP #1,NA,402,Roger that. Checking the stables now.,1,6,
COP #2,NA,403,This way.,1,2,
COP #3,NA,404,They must have come through here.,1,6,
ROSE,NA,405,Hyah!,1,1,
TEMIRI BLAGG,"ROSE, FINN",406,"Go, go, go, go, go! Whoo!",1,6,
FINN,ROSE,407,"Stop enjoying this, stop enjoying this!",1,6,
SPEEDER PILOT,NA,408,We've got them. They're not going anywhere.,1,7,
ROSE,NA,409,"Move, move, move! Get outta the way!",1,7,
FINN,ROSE,410,Our ship's on the beach straight ahead! We need cover! Too much cover! There it is!,1,16,
FINN,NA,411,No!,1,1,
ROSE,NA,412,No!,1,1,
FINN,NA,413,Come on!,1,2,
SPEEDER PILOT,NA,414,Let the flock go. Stick with the perps. Where'd they go?,1,11,
FINN,ROSE,415,I think we lost them! Now we go down to the beach and circle back around...,1,16,
ROSE,FINN,416,Cliff! We're trapped.,1,3,
FINN,ROSE,417,"It was worth it, though. To tear up that town, make 'em hurt.",1,13,
ROSE,NA,418,Go.,1,1,
ROSE,FINN,419,Now it's worth it.,1,4,
SPEEDER PILOT,NA,420,There they are.,1,3,
BB8,"FINN, ROSE",421,Weeeeow,1,1,
FINN,BB8,422,"BB-8! Wait, are you flying that thing?",1,7,
DJ,"FINN, ROSE",423,N-N-N-Need a lift?,1,3,
LEIA,LUKE,424,Luke.,1,1,force
LUKE,LEIA,425,Leia.,1,1,force
REY,KYLO REN,426,I'd rather not do this now.,1,6,force
KYLO REN,REY,427,"Yeah, me too.",1,3,force
REY,KYLO REN,428,"Why did you hate your father? Do you have something, a cowl or something you can put on? Why did you hate your father? Give me an honest answer. You had a father who loved you, he gave a damn about you.",1,42,force
KYLO REN,REY,429,I didn't hate him.,1,4,force
REY,KYLO REN,430,Then why?,1,2,force
KYLO REN,REY,431,"Why, what? Why, what? Say it.",1,6,force
REY,KYLO REN,432,Why did you... Why did you kill him? I don't understand.,1,11,force
KYLO REN,REY,433,No? Your parents threw you away like garbage.,1,8,force
REY,KYLO REN,434,They didn't!,1,2,force
KYLO REN,REY,435,"They did. But you can't stop needing them. It's your greatest weakness. Looking for them everywhere, in Han Solo. Now in Skywalker. Did he tell you what happened that night?",1,30,force
REY,KYLO REN,436,Yes.,1,1,force
KYLO REN,REY,437,"No. He had sensed my power, as he senses yours. And he feared it.",1,14,force
REY,KYLO REN,438,Liar.,1,1,force
KYLO REN,REY,439,Let the past die. Kill it if you have to. That's the only way to become what you were meant to be.,1,22,force
REY,NA,440,No! No!,1,2,
FEMALE VOICE,NA,441,Rey?,1,1,
REY,KYLO REN,442,"I should have felt trapped or panicked. But I didn't. This didn't go on forever, I knew it was leading somewhere. And that, at the end, it would show me what I came to see.",1,35,force
REY,NA,443,Let me see them. My parents... please.,1,7,force
REY,KYLO REN,444,I thought I'd find answers here. I was wrong. I'd never felt so alone.,1,14,force
KYLO REN,REY,445,You're not alone.,1,3,force
REY,KYLO REN,446,Neither are you.,1,3,force
LUKE,NA,447,Rey?,1,1,
REY,KYLO REN,448,It isn't too late.,1,4,force
LUKE,REY,449,Stop!,1,1,
REY,LUKE,450,Is it true? Did you try to murder him?,1,9,
LUKE,REY,451,Leave this island now!,1,4,
REY,LUKE,452,Stop. Stop! Did you do it? Did you create Kylo Ren? Tell me the truth.,1,15,
LUKE,REY,453,"I saw darkness. I'd sensed it building in him. I'd seen it at moments during his training. But then I looked inside and it was beyond what I ever imagined. Snoke had already turned his heart. He would bring destruction, and pain, and death and the end of everything I love because of what he will become. And for the briefest moment of pure instinct, I thought I could stop it. It passed like a fleeting shadow. And I was left with shame, and with consequence. And the last thing I saw were the eyes of a frightened boy whose master had failed him.",1,104,
REY,LUKE,454,"You failed him by thinking his choice was made It wasn't There is still conflict in him. If were he turned from the dark side, that could shift the tide. This could be how we win.",1,36,
LUKE,REY,455,This is not going to go the way you think.,1,10,
REY,LUKE,456,"It is. Just now, when we touched hands, I saw his future. As solid as I'm seeing you. If I go to him, Ben Solo will turn.",1,27,
LUKE,REY,457,"Rey, don't do this.",1,4,
REY,LUKE,458,Then he's our last hope.,1,5,
LUKE,YODA,459,Master Yoda.,1,2,force
YODA,LUKE,460,Young Skywalker.,1,2,force
LUKE,YODA,461,"I'm ending all of this. The tree, the text, the Jedi. I'm gonna burn it down.",1,16,force
YODA,YODA,462,Hmm.,1,1,force
YODA,LUKE,463,"Ah, Skywalker. Missed you, have I.",1,6,force
LUKE,YODA,464,So it is time for the Jedi Order to end.,1,10,force
YODA,LUKE,465,"Time it is. For you to look past a pile of old books, hmmm?",1,14,force
LUKE,YODA,466,The sacred Jedi texts!,1,4,force
YODA,LUKE,467,"Oh. Read them, have you?",1,5,force
LUKE,YODA,468,"Well, I...",1,2,force
YODA,LUKE,469,"Page-turners they were not. Yes, yes, yes. Wisdom they held, but that library contained nothing that the girl Rey does not already possess. Skywalker, still looking to the horizon. Never here, now, hmmm? The need in front of your nose. Hmmm?",2,41,force
LUKE,YODA,470,I was weak. Unwise.,1,4,force
YODA,LUKE,471,"Lost Ben Solo, you did. Lose Rey, we must not.",1,10,force
LUKE,YODA,472,I can't be what she needs me to be.,1,9,force
YODA,LUKE,473,"Heeded my words not, did you? Pass on what you have learned. Strength, mastery. But weakness, folly, failure, also. Yes, failure most of all. The greatest teacher, failure is. Luke, we are what they grow beyond. That is the true burden of all masters.",1,44,force
FINN,ROSE,474,Four parsecs to go. This thing really cooks.,1,8,
ROSE,FINN,475,I just hope we're in time.,1,6,
DJ,ROSE,476,"You can actually do this, right? Yeah, about that...",2,9,
DJ,"ROSE, FINN",477,"Guys, I can do it. But there exists a pre-""do it"" conversation about price.",1,14,
ROSE,DJ,478,"Once we're done, the Resistance will give you whatever you want.",1,11,
DJ,"ROSE, FINN",479,What you got deposit-wise?,1,4,
FINN,DJ,480,Are you kidding me? Look at us.,1,7,
DJ,"ROSE, FINN",481,Is that Haysian smelt? That's something.,1,6,
FINN,DJ,482,"No, we gave you our word. You're gonna get paid. That should be enough.",1,14,
DJ,"ROSE, FINN",483,"Guys, I wanna keep helping. But no something, n-n-n-no doing.",1,10,
FINN,DJ,484,"OK, listen here, you've gotta...",1,5,
ROSE,DJ,485,Do it.,1,2,
DJ,"ROSE, FINN",486,Now I can help.,1,4,
FINN,DJ,487,Give it back.,1,3,
DJ,FINN,488,What?,1,1,
FINN,DJ,489,Give it back! You have no idea how much that medallion means to her. What are you... Why are you ransacking your own ship? It's not your ship.,1,28,
DJ,FINN,490,He says I stole it.,1,5,
FINN,DJ,491,"Yeah, I got that.",1,4,
DJ,BB8,492,We stole it.,1,3,
FINN,DJ,493,At least you're stealing from the bad guys and helping the good.,1,12,
DJ,DJ,494,"Good guys, bad guys, made-up words.",1,6,
DJ,FINN,495,"Let's see who formally owned this gorgeous hunk. Ah, this guy was an arms dealer. Made his bank selling weapons to the bad guys. Oh... And the good. Finn, let me learn you something big. It's all a machine, partner. Live free, don't join.",1,44,
PEAVEY,ARMITAGE HUX,496,That was the last of their support ships. It's just their main cruiser now.,1,14,
ARMITAGE HUX,PEAVEY,497,And their fuel reserve?,1,4,
PEAVEY,ARMITAGE HUX,498,By our calculation... critical.,1,4,
POE,LARMA D'ACY,499,She in there?,1,3,
LARMA D'ACY,POE,500,The Admiral's banned you from the bridge. Let's not have a scene.,1,12,
POE,LARMA D'ACY,501,"No, let's.",1,2,
POE,AMILYN HOLDO,502,Holdo?,1,1,
LARMA D'ACY,POE,503,"Captain, you're not allowed in here.",1,6,
AMILYN HOLDO,POE,504,Flyboy.,1,1,
POE,AMILYN HOLDO,505,"Cut it, lady. We had a fleet, now we're down to one ship, and you've told us nothing! Tell us that we have a plan! That there's hope!",1,28,
AMILYN HOLDO,POE,506,"When I served under Leia, she would say, hope is like the sun. If you only believe in it when you can see it...",1,24,
POE,AMILYN HOLDO,507,You'll never make it through the night.,1,7,
AMILYN HOLDO,POE,508,Yes.,1,1,
POE,AMILYN HOLDO,509,"Are you fueling up the transports? You are. All of them? We're abandoning ship? Is that... That's what you got? That's what you brought us to? Coward! Those transports ships are unarmed, unshielded. We abandon this cruiser, we're done. We don't stand a chance. No, you are not just a coward, you are a traitor.",1,55,
AMILYN HOLDO,NA,510,Get this man off my bridge.,1,6,
POE,FINN,511,"Finn, Holdo's loading the crew in the shuttles. She's going to abandon ship. Where are you?",1,16,
FINN,POE,512,"Poe, we're on our way back to the fleet. We're so close.",1,12,
POE,FINN,513,Did you find the Master Codebreaker?,1,6,
FINN,POE,514,"Well, we found a codebreaker. We can shut the tracker down. Just buy us a little more time.",1,18,
POE,FINN,515,"All right, hurry.",1,3,
REY,CHEWIE,516,"As soon as I launch, you jump back out of range. Stay there until you get my signal for where to rendezvous.",1,22,
REY,CHEWIE,517,"If you see Finn before I do, tell him...",1,9,
REY,CHEWIE,518,"Yeah, perfect. Tell him that.",1,5,
DJ,"FINN, ROSE",519,"Cloaking our approach. We should be off their scopes. Then we slice a slit in their shield. Blip bloppity bloop, and slip right through.",1,24,
AMILYN HOLDO,POE,520,"So a stormtrooper, and a who now are doing what?",1,10,
POE,AMILYN HOLDO,521,They are trying to save us. This is our best chance for escape. You have to give Finn and Rose all the time that you can.,1,26,
AMILYN HOLDO,POE,522,You have bet the survival of the Resistance on bad odds and put us all at risk? There's no time now. We have to get clear of the cruiser. Load the transports.,1,32,
CREW MEMBER,AMILYN HOLDO,523,"Right away, Admiral.",1,3,
POE,AMILYN HOLDO,524,"Yeah, I was afraid you'd say that. Vice Admiral Holdo, I am relieving you of your command for the survival of this ship, its crew, and the Resistance.",1,28,
AMILYN HOLDO,POE,525,I hope you understand what you're doing.,1,7,
POE,AMILYN HOLDO,526,Yeah. I'm going to the bridge.,1,6,
POE,"KAYDEL KO CONNIX, C'AI THRENALLI",527,"If they move, stun them.",1,5,
OFFICER #1,NA,528,...at least three cycles so far.,1,6,
OFFICER #2,NA,529,"Yes, sir. We're working on it.",1,6,
OFFICER #3,NA,530,"I will do my best, sir.",1,6,
FINN,"ROSE, DJ",531,Almost there.,1,2,
REY,KYLO REN,532,"You don't have to do this. I feel the conflict in you. It's tearing you apart. Ben, when we touched hands, I saw your future. Just the shape of it, but solid and clear. You will not bow before Snoke. You'll turn. I'll help you. I saw it.",1,48,
KYLO REN,REY,533,"I saw something, too. Because of what I saw, I know when the moment comes, you'll be the one to turn. You'll stand with me. Rey, I saw who your parents are.",1,32,
SNOKE,KYLO REN,534,"Well done, my good and faithful apprentice. My faith in you is restored.",1,13,
SNOKE,REY,535,Young Rey. Welcome.,1,3,
FINN,"ROSE, DJ",536,So this is it. The tracker's right behind this door.,1,10,
DJ,"ROSE, FINN",537,Haysian smelt. Best conductor.,1,4,
DJ,ROSE,538,And you're welcome.,1,3,
ROSE,FINN,539,Good time to figure out how to get back to the fleet?,1,12,
FINN,ROSE,540,I know where the nearest escape pods are.,1,8,
ROSE,FINN,541,Course you do.,1,3,
POE,BB8,542,"BB-8, tell me something good.",1,5,
FINN,POE,543,"Poe, we're almost there. Have the cruiser prepped for lightspeed.",1,10,
POE,FINN,544,"Yeah, I'm on it pal. You just hurry.",1,8,
POE,NA,545,"Clear the bridge, escort the officers down to the hangar.",1,10,
THREEPIO,POE,546,"Commander... Captain Dameron, Admiral Holdo was looking for you.",1,9,
POE,THREEPIO,547,"Yeah, we spoke.",1,3,
THREEPIO,POE,548,"Sir, I am almost afraid to ask.",1,7,
POE,THREEPIO,549,"Good instinct, 3PO. Go with that.",1,6,
POE,KAYDEL KO CONNIX,550,Seal that door!,1,3,
ROSE,FINN,551,We're running out of time.,1,5,
FINN,DJ,552,"Come on, how's it going?",1,5,
DJ,FINN,553,Almost there.,1,2,
POE,THREEPIO,554,"3PO, where do you think you're going?",1,7,
THREEPIO,POE,555,It would be quite against my programming to be party to a mutiny.,1,13,
POE,THREEPIO,556,Hey!,1,1,
THREEPIO,POE,557,It is not correct protocol. Oh! Neither is this!,1,9,
POE,FINN,558,Finn? We're ready to make the jump.,1,7,
FINN,DJ,559,Now or never.,1,3,
DJ,FINN,560,Now.,1,1,
FINN,ROSE,561,You're up.,1,2,
STORMTROOPER #1,"ROSE, FINN, DJ",562,"You there, hands up!",1,4,
STORMTROOPER #2,"ROSE, FINN, DJ",563,"Watch 'em, watch 'em.",1,4,
STORMTROOPER #3,"ROSE, FINN, DJ",564,"Drop your weapons, now!",1,4,
STORMTROOPER #4,"ROSE, FINN, DJ",565,"Hands up, Rebel scum.",1,4,
STORMTROOPER #3,"ROSE, FINN, DJ",566,"Get down! I said, down!",1,5,
PHASMA,FINN,567,FN-2187. So good to have you back.,1,7,
POE,POE,568,They didn't make it.,1,4,
POE,LEIA,569,Leia.,1,1,
ANNOUNCER,NA,570,Please board the transports according to your evacuation designation. All transports must be cleared...,1,14,
GURNEY OPERATOR,NA,571,"OK, help me push him up, guys.",1,7,
AMILYN HOLDO,LEIA,572,That one's a troublemaker. I like him.,1,7,
LEIA,AMILYN HOLDO,573,"Me, too. Now, time to board your transport.",1,8,
AMILYN HOLDO,LEIA,574,"For the transports to escape, someone needs to stay behind and pilot the cruiser.",1,14,
LEIA,AMILYN HOLDO,575,Too many losses. I can't take anymore.,1,7,
AMILYN HOLDO,LEIA,576,Sure you can. You taught me how.,1,7,
LEIA,AMILYN HOLDO,577,May the Force be...,1,4,
AMILYN HOLDO,LEIA,578,May the Force be...,1,4,
LEIA,AMILYN HOLDO,579,You go on. I've said it enough.,1,7,
AMILYN HOLDO,LEIA,580,May the Force be with you always.,1,7,
PILOT,LARMA D'ACY,581,Cloaking device activated. We should be off their scopes.,1,9,
LARMA D'ACY,NA,582,Let's hope this works.,1,4,
SNOKE,REY,583,"Come closer, child. So much strength. Darkness rises, and light to meet it. I warned my young apprentice that as he grew stronger, his equal in the light would rise. Skywalker... I assumed. Wrongly. Closer, I said.",1,37,
REY,SNOKE,584,"You underestimate Skywalker, and Ben Solo, and me. It will be your downfall.",1,13,
SNOKE,REY,585,"Oh... have you seen something? A weakness in my apprentice. Is that why you came? Young fool. It was I who bridged your minds. I stoked Ren's conflicted soul. I knew he was not strong enough to hide it from you. And you were not wise enough to resist the bait. And now, you will give me Skywalker. Then I will kill you with the cruelest stroke.",1,67,
REY,SNOKE,586,No.,1,1,
SNOKE,REY,587,Yes. Give me everything.,1,4,
REY,SNOKE,588,No! No! No!,1,3,
POE,POE,589,"No. No. No, no, no!",1,5,
LEIA,POE,590,Poe.,1,1,
POE,LEIA,591,What is that?,1,3,
LARMA D'ACY,POE,592,"The mineral planet, Crait. An uncharted hideout from the days of the Rebellion.",1,13,
POE,LARMA D'ACY,593,That's a Rebel base?,1,4,
LARMA D'ACY,POE,594,"Abandoned, but heavily armored with enough power to get a distress signal to our allies scattered in the Outer Rim.",1,20,
LEIA,POE,595,Holdo knew the First Order was tracking our big ship. They're not monitoring for little transports.,1,16,
POE,LEIA,596,So we could slip down to the surface unnoticed and hide till the First Order passes. That could work.,1,19,
LEIA,POE,597,She was more interested in protecting the light than she was seeming like a hero.,1,15,
AMILYN HOLDO,AMILYN HOLDO,598,"Godspeed, Rebels.",1,2,
ARMITAGE HUX,PHASMA,599,"Well done, Phasma.",1,3,
PHASMA,DJ,600,"Your ship and payment, as we agreed.",1,7,
ROSE,DJ,601,You lying snake.,1,3,
DJ,"FINN, ROSE",602,"We got caught, I cut a d-d-d-deal.",1,7,
FINN,DJ,603,"Wait, cut a deal with what?",1,6,
FIRST ORDER OFFICER,ARMITAGE HUX,604,"Sir, we checked on the information from the thief. We ran a decloaking scan, and sure enough, 30 Resistance transports have just launched from the cruiser.",1,26,
ARMITAGE HUX,PHASMA,605,He told us the truth. Will wonders never cease?,1,9,
ROSE,NA,606,No.,1,1,
ARMITAGE HUX,FIRST ORDER OFFICER,607,Our weapons are ready?,1,4,
FIRST ORDER OFFICER,ARMITAGE HUX,608,"Ready and aimed, sir.",1,4,
ARMITAGE HUX,FIRST ORDER OFFICER,609,Fire at will.,1,3,
FINN,ARMITAGE HUX,610,"Wait. No, no. No, you can't!",1,6,
ROSE,ARMITAGE HUX,611,No!,1,1,
SOLDIER,AMILYN HOLDO,612,"Admiral, we're taking fire! Do we turn around?",1,8,
AMILYN HOLDO,SOLDIER,613,"No, you're too far out. Full speed to planetfall. Full speed!",1,11,
SNOKE,REY,614,"Well, well, I did not expect Skywalker to be so wise. We will give him and the Jedi Order the death he desires. After the Rebels are gone, we will go to his planet and obliterate the entire island. Such spunk. Look here now. The entire Resistance on those transports. Soon they will all be gone. For you, all is lost. Ooh. And still that fiery spit of hope. You have the spirit of a true Jedi! And because of that, you must die.",2,84,
SNOKE,KYLO REN,615,"My worthy apprentice, son of darkness, heir apparent to Lord Vader. Where there was conflict, I now sense resolve. Where there was weakness, strength. Complete your training, and fulfill your destiny.",1,31,
KYLO REN,REY,616,I know what I have to do.,1,7,
REY,KYLO REN,617,Ben.,1,1,
SNOKE,REY,618,"You think you can turn him? Pathetic child. I cannot be betrayed, I cannot be beaten. I see his mind, I see his every intent. Yes. I see him turning the lightsaber to strike true. And now, foolish child, he ignites it, and kills his true enemy!",1,47,
POE,COVA NELL,619,"Come on, give it full thrusters. Full speed!",1,8,
COVA NELL,NA,620,"I am, sir.",1,3,
FINN,DJ,621,You murdering bastard!,1,3,
DJ,FINN,622,"T-T-T-Take it easy, Big F. They blow you up today, you blow them up tomorrow. It's just business.",1,18,
FINN,DJ,623,You're wrong.,1,2,
DJ,FINN,624,Maybe.,1,1,
REY,KYLO REN,625,Ben! The fleet. Order them to stop firing. There's still time to save the fleet. Ben?,1,16,
KYLO REN,REY,626,"It's time to let old things die. Snoke, Skywalker. The Sith, the Jedi, the Rebels. Let it all die. Rey. I want you to join me. We can rule together and bring a new order to the galaxy.",1,38,
REY,KYLO REN,627,"Don't do this, Ben. Please don't go this way.",1,9,
KYLO REN,REY,628,"No, no. You're still holding on! Let go! Do you wanna know the truth about your parents? Or have you always known? And you've just hidden it away. You know the truth. Say it. Say it.",1,36,
REY,KYLO REN,629,They were nobody.,1,3,
KYLO REN,REY,630,They were filthy junk traders who sold you off for drinking money. They're dead in a paupers' grave in the Jakku desert. You have no place in this story. You come from nothing. You're nothing. But not to me. Join me. Please.,1,42,
FIRST ORDER OFFICER,ARMITAGE HUX,631,"Sir, the Resistance cruiser's preparing to jump to lightspeed.",1,9,
ARMITAGE HUX,FIRST ORDER OFFICER,632,It's empty. They're just trying to pull our attention away. Pathetic. Keep your fire on the transports.,1,17,
PHASMA,NA,633,Execution by blaster is too good for them. Let's make this hurt.,1,12,
ROSE,FINN,634,Finn.,1,1,
PHASMA,NA,635,On my command.,1,3,
KAYDEL KO CONNIX,POE,636,She's running away.,1,3,
POE,KAYDEL KO CONNIX,637,"No, she isn't.",1,3,
PEAVEY,ARMITAGE HUX,638,No!,1,1,
ARMITAGE HUX,PEAVEY,639,Fire on that cruiser!,1,4,
PHASMA,NA,640,Execute.,1,1,
ROSE,FINN,641,Finn! There's a shuttle back that way! We gotta go!,1,10,
PHASMA,FINN,642,Traitor!,1,1,
PHASMA,NA,643,What?,1,1,
ROSE,FINN,644,Finn!,1,1,
PHASMA,FINN,645,You are a bug in the system.,1,7,
FINN,PHASMA,646,"Let's go, chrome-dome. Come on!",1,5,
ROSE,NA,647,No!,1,1,
FINN,PHASMA,648,Hey.,1,1,
PHASMA,FINN,649,You were always scum.,1,4,
FINN,PHASMA,650,Rebel scum.,1,2,
ROSE,FINN,651,Hey! Need a lift?,1,4,
ARMITAGE HUX,KYLO REN,652,What happened?,1,2,
KYLO REN,ARMITAGE HUX,653,The girl murdered Snoke. What happened?,1,6,
ARMITAGE HUX,KYLO REN,654,She took Snoke's escape craft.,1,5,
KYLO REN,ARMITAGE HUX,655,We know where she's going. Get all our forces down to that Resistance base. Let's finish this.,1,17,
ARMITAGE HUX,KYLO REN,656,Finish this? Who do you think you're talking to? You presumed to command my army? Our Supreme Leader is dead! We have no ruler!,1,24,
KYLO REN,ARMITAGE HUX,657,The Supreme Leader is dead.,1,5,
ARMITAGE HUX,KYLO REN,658,Long live the Supreme Leader.,1,5,
LEIA,NA,659,"They're coming, shut the door.",1,5,
RESISTANCE SOLDIER (MALE),NA,660,Incoming!,1,1,
POE,NA,661,"Go, go, move! Get that shield door down!",1,8,
ROSE,NA,662,"No! Wait, don't shoot! It's us! No, don't shoot!",1,9,
POE,NA,663,Hold your fire!,1,3,
FINN,NA,664,Don't shoot!,1,2,
POE,NA,665,Hold your fire!,1,3,
LEIA,FINN,666,Finn?,1,1,
POE,"FINN, ROSE",667,Finn! Rose! You're not dead! Where's my droid?,1,8,
POE,BB8,668,Buddy! I'm so glad to see you!,1,7,
POE,BB8,669,"Wait, what? Wait, wait, wait, slow down.",1,7,
ROSE,FINN,670,Is this all that's left?,1,5,
POE,KAYDEL KO CONNIX,671,"All right, our shields are up so they can't hit us from orbit. Use whatever power we've got left to broadcast a distress signal to the Outer Rim.",1,28,
LEIA,KAYDEL KO CONNIX,672,"Use my personal code. If there are any allies to the Resistance, it's now or never.",1,16,
POE,ROSE,673,"Rose, what do you got?",1,5,
ROSE,POE,674,"Rotting munitions, rusted artillery, some half-gutted skim speeders.",1,8,
POE,"ROSE, FINN",675,"Well, let's just pray that big-ass door holds long enough for us to get help.",1,15,
FINN,"POE, ROSE",676,A battering ram cannon.,1,4,
POE,FINN,677,A what now?,1,3,
FINN,"POE, ROSE",678,Miniaturized Death Star tech. It'll crack that door open like an egg.,1,12,
ROSE,POE,679,"There has to be a back way out of here, right?",1,11,
POE,BB8,680,"BB-8, what do you got?",1,5,
THREEPIO,POE,681,BB-8 has analyzed the mine's schematics. This is the only way in or out.,1,14,
FINN,"POE, ROSE",682,"Come on. We have allies. People believe in Leia. They'll get our message, they'll come. But we have to buy time. We gotta take out that cannon.",1,27,
SOLDIER #1 (MALE),NA,683,On me! On me!,1,4,
SOLDIER #2 (MALE),NA,684,Move! Move!,1,2,
RESISTANCE TROOPER (MALE),NA,685,Go back! Gather your weapons!,1,5,
SOLDIER #3 (MALE),NA,686,Get over here!,1,3,
SOLDIER #4 (MALE),NA,687,Hold your fire!,1,3,
SALTY (MALE),NA,688,Salt.,1,1,
SOLDIER #5 (MALE),NA,689,"Ground forces, incoming.",1,3,
POE,NA,690,"Copy that, on our way.",1,5,
ROSE,FINN,691,"Hey, engage your mono-ski. The green toggle.",1,7,
POE,NA,692,"All right, listen up. I don't like these rust buckets and I don't like our odds, but... what the hell? Just keep it tight and don't get drawn in too close till they roll that cannon up front. All right, ground forces, lay down some fire!",1,46,
ARMITAGE HUX,KYLO REN,693,Thirteen incoming light craft. Shall we hold until we clear them?,1,11,
KYLO REN,ARMITAGE HUX,694,No. The Resistance is in that mine. Push through.,1,9,
POE,NA,695,"Fighters, break off! Come on! We gotta hold them till they pull up that cannon!",1,15,
FINN,ROSE,696,"Rose, you've got three right behind you!",1,7,
ROSE,FINN,697,I can't lose 'em!,1,4,
FINN,NA,698,Whoo! Yeah!,1,2,
PORG,CHEWIE,699,BLAAAAAAAAAAAAAAGHHHH,1,1,
REY,CHEWIE,700,Whoo! I like this!,1,4,
KYLO REN,ARMITAGE HUX,701,Blow that piece of junk out of the sky!,1,9,
ARMITAGE HUX,NA,702,All fighters!,1,2,
REY,CHEWIE,703,"Chewie, peel off from the battle. Draw them away from the speeders.",1,12,
