speaker,addressed,lineorder,combinedline,numberofrows,wordcount,mode
HAN,FINN,424,"Good job, kid. And thanks.",1,5,
FINN,HAN,425,You're welcome.,1,2,
HAN,"REY, FINN",426,"So, fugitives, huh?",1,3,
REY,HAN,427,The First Order wants the map. Finn is with the Resistance... ...I'm just a scavenger.,3,15,
HAN,BB8,428,Let's see whatcha got.,1,4,
REY,BB8,429,Go ahead.,1,2,
HAN,"REY, FINN",430,"This map's not complete. It's just a piece. Ever since Luke disappeared, people have been looking for him.",3,18,
REY,HAN,431,Why did he leave?,1,4,
HAN,"REY, FINN",432,"He was training a new generation of Jedi. One boy, an apprentice turned against him, destroyed it all. Luke felt responsible... He just walked away from everything.",5,27,
FINN,HAN,433,Do you know what happened to him?,1,7,
HAN,"REY, FINN",434,There're a lot of rumors. Stories. people who knew him. The best think he went looking for the first Jedi temple.,4,21,
REY,HAN,435,The Jedi were real?,1,4,
HAN,"REY, FINN",436,"I used to wonder that myself. Thought it was a bunch of mumbo-jumbo -- magical power holding together good, evil, the dark side and the light. Crazy thing is, it's true. The Force, the Jedi, all of it. It's all true.",7,41,
HAN,CHEWIE,437,"No, you rest.",1,3,
HAN,"REY, FINN",438,You want my help? You're getting it. Gonna see an old friend. She'll get your droid home. This is our stop.,4,21,
REY,"FINN, HAN",439,...I didn't know there was this much green in the whole galaxy...,2,12,
FINN,HAN,440,"Hey, Solo-- I'm not sure what we're walking into here--",2,10,
HAN,FINN,441,"D'you just call me ""Solo""?",1,5,
FINN,HAN,442,"Sorry. Han-- Mr. Solo. You should know, I'm a big deal in the Resistance. Which puts a real target on my back. Are there any conspirators here? Like First Order sympathizers?",6,31,
HAN,FINN,443,"Listen big deal, you've got another problem. Women always figure out the truth. Always.",4,14,
HAN,REY,444,You might need this.,1,4,
REY,HAN,445,I think I can handle myself.,1,6,
HAN,REY,446,I know you do. That's why I'm giving it to you. Take it. You know how to use one of these?,3,21,
REY,HAN,447,"Yeah, you pull the trigger.",1,5,
HAN,REY,448,There's a little bit more to it than that. You got a lot to learn. You got a name?,3,19,
REY,HAN,449,Rey.,1,1,
HAN,REY,450,"Rey. I've been thinkin' about bringing on some more crew, Rey. A second mate. Someone to help out. Someone who can keep up with Chewie and me, appreciates the Falcon.",5,30,
REY,HAN,451,Are you offering me a job?,1,6,
HAN,REY,452,I wouldn't be nice to you. It doesn't pay much.,2,10,
REY,HAN,453,You're offering me a job.,1,5,
HAN,REY,454,I'm thinking about it. Well?,2,5,
REY,HAN,455,"If you were, I'd be flattered. But I have to get home.",2,12,
HAN,REY,456,Jakku?,1,1,
REY,HAN,457,I've already been away too long.,1,6,
HAN,CHEWIE,458,"Chewie, check out the ship as best you can.",1,9,
HAN,REY,459,It's too bad. Chewie kind of likes you.,1,8,
FINN,HAN,460,"Solo, why are we here again?",1,6,
HAN,"FINN, REY",461,To get your droid on a clean ship.,1,8,
REY,HAN,462,Clean?,1,1,
HAN,"REY, FINN",463,"Do you think it was luck that Chewie and I found the Falcon? If we can find it on our scanners, the First Order's not far behind. Want to get BB-8 to the Resistance? Maz Kanata is our best bet.",6,40,
FINN,HAN,464,"We can trust her, right?",1,5,
HAN,FINN,465,"Relax, kid. She's run this watering hole for a thousand years.",2,11,
HAN,"REY, FINN",466,"Maz is a bit of an acquired taste, so let me do the talking. And whatever you do, don't stare...",3,20,
REY,HAN,467,At what?,1,2,
FINN,HAN,468,At what?,1,2,
HAN,"REY, FINN",469,Any of it.,1,3,
MAZ,HAN,470,Han Solo!,1,2,
HAN,HAN,471,Oh boy.,1,2,
HAN,MAZ,472,"Hey, Maz!",1,2,
MAZ,HAN,473,Where's my boyfriend?,1,3,
HAN,MAZ,474,Chewie's working on the Falcon.,1,5,
MAZ,HAN,475,I like that Wookiee. I assume you need something. Desperately. Let's get to it.,3,14,
GA-97,HAN,476,Alert the Resistance. Their missing droid is here!,2,8,
BAZINE,HAN,477,Inform the First Order... I've found the droid.,2,8,
KYLO REN,KYLO REN,478,"Forgive me. I feel it again. The pull to the light. Supreme Leader senses it. Show me again, the power of the darkness, and I will let nothing stand in our way. Show me, Grandfather, and I will finish what you started.",7,42,
MAZ,HAN,479,A map to Skywalker himself? You're right back in the mess.,2,11,
HAN,MAZ,480,"Maz, I need you to get this droid to Leia.",2,10,
MAZ,HAN,481,"No. You've been running away from this fight for too long. Han, nyakee nago wadda. Go home!",3,17,
HAN,MAZ,482,Leia doesn't want to see me.,1,6,
FINN,MAZ,483,"Please, we came here for your help.",1,7,
REY,MAZ,484,What fight?,1,2,
MAZ,REY,485,The only fight: against the dark side.,1,7,
MAZ,"FINN, REY, HANN",486,"Through the ages, I've seen evil take many forms. The Sith. The Empire. Today, it is the First Order. Their shadow is spreading across the galaxy. We must face them. Fight them. All of us.",6,35,
FINN,MAZ,487,There is no fight against the First,1,7,
FINN,"HAN, REY, MAZ",488,Order! Not one we can win. Look around. There's no chance we haven't been recognized already. I bet you the First Order is on their way right--,4,27,
FINN,MAZ,489,What's this? What are you doing?,1,6,
FINN,HAN,490,"Solo, what is she doing?",1,5,
HAN,FINN,491,"I don't know, but it ain't good.",1,7,
MAZ,FINN,492,If you live long enough you see the same eyes in different people. I'm looking at the eyes of a man who wants to run.,4,25,
FINN,MAZ,493,You don't know a thing about me. Where I'm from. What I've seen. You don't know the First Order like I do. They'll slaughter us. We all need to run.,5,30,
MAZ,FINN,494,"You see those two? They'll trade work for transportation to the Outer Rim. There, you can disappear.",3,17,
REY,FINN,495,Finn?,1,1,
FINN,REY,496,Come with me.,1,3,
REY,FINN,497,What about BB-8? We're not done yet. We have to get him back to your base.,3,16,
FINN,REY,498,I can't.,1,2,
HAN,REY,499,"Keep it, kid.",1,3,
MAZ,HAN,500,Who's the girl?,1,3,
FINN,NA,501,I was told you could get me to the Outer Rim.,2,11,
REY,FINN,502,What are you doing?,1,4,
FINN,REY,503,Don't leave without me.,1,4,
REY,FINN,504,You can't just go. I won't let you.,1,8,
FINN,REY,505,I'm not who you think I am.,1,7,
REY,FINN,506,"Finn, what are you talking about?",1,6,
FINN,REY,507,"I'm not Resistance. I'm not a hero. I'm a Stormtrooper. Like all of them, I was taken from a family I'll never know. And raised to do one thing... But my first battle, I made a choice. I wasn't going to kill for them. So I ran. Right into you. And you looked at me like no one ever had. I was ashamed of what I was. But I'm done with the First Order. I'm never going back. Rey, come with me.",13,82,
REY,FINN,508,Don't go.,1,2,
FINN,REY,509,Take care of yourself. Please.,1,5,
LITTLE REY,NA,510,"No! No, come back, no! No, come back! No! No! Come back!",1,12,
UNKAR ,LITTLE REY,511,"Quiet, girl!",1,2,
OBI-WAN,REY,512,Rey? These are your first steps.,1,6,force
REY,MAZ,513,What was that? I shouldn't have gone in there.,2,9,
MAZ,REY,514,"That lightsaber was Luke's. And his father's before him and now, it calls to you!",3,15,
REY,MAZ,515,I have to get back to Jakku.,1,7,
MAZ,REY,516,"Han told me. Dear child. I see your eyes. You already know the truth. Whomever you're waiting for on Jakku, they're never coming back. But... there's someone who still could.",6,30,
REY,MAZ,517,Luke.,1,1,
MAZ,REY,518,"The belonging you seek is not behind you. It is ahead. I am no Jedi, but I know the Force. It moves through and surrounds every living thing. Close your eyes. Feel it. The light. It's always been there. It will guide you. The saber. Take it.",8,47,
REY,MAZ,519,I'm never touching that thing again. I don't want any part of this.,2,13,
ARMITAGE HUX,NA,520,"Today is the end of the Republic! The end of a regime that acquiesces to disorder! At this very moment, in a system far from here the New Republic LIES to the GALAXY while secretly supporting the treachery of the loathsome Resistance. This fierce machine which you have built, upon which we stand, will bring an end to the Senate! To their cherished fleet! All remaining systems will bow to the First Order! And will remember this... as the last day of the Republic! Fire!",15,85,
FINN,"HAN, CHEWIE",521,"It was the Republic. The First Order, they've done it.",2,10,
FINN,BB8,522,Where's Rey?,1,2,
REY,BB8,523,What are you doing?,1,4,
REY,BB8,524,You have to go back.,1,5,
REY,BB8,525,I'm leaving BB-8.,1,3,
REY,BB8,526,"No, you can't-- you have to go back, you're too important. They'll help you.",2,14,
MAZ,"FINN, HAN",527,I've had this for ages...,1,5,
MAZ,MAZ,528,Kept it locked away.,1,4,
HAN,MAZ,529,Where'd you get that?,1,4,
MAZ,HAN,530,A good question for another time.,1,6,
MAZ,FINN,531,Take it! Find your friend!,1,5,
MAZ,"FINN, HAN, CHEWIE",532,Those beasts! They're here!,1,4,
STORMTROOPER,FINN,533,"FN-417, hold position!",1,3,
REY,REY,534,"Oh, Safety!",1,2,
STORMTROOPER #4,KYLO REN,535,"Sir, the droid was spotted heading west, with a girl.",2,10,
REY,BB8,536,"You have to keep going, stay out of sight, I'll try to fight 'em off.",2,15,
REY,BB8,537,"I hope so, too.",1,4,
HAN,CHEWIE,538,"Come on, Chewie!",1,3,
MAZ,FINN,539,"Rey and BB-8, they need you. Now go.",1,8,
FINN,MAZ,540,I need a weapon.,1,4,
MAZ,FINN,541,You have one!,1,3,
HAN,CHEWIE,542,"Hey, can I try that?",1,5,
HAN,CHEWIE,543,I like this thing.,1,4,
STORMTROOPER,FINN,544,Traitor!,1,1,
HAN,FINN,545,"You okay, Big deal?",1,4,
FINN,HAN,546,Thanks!,1,1,
STORMTROOPER,HAN,547,Don't move! ,1,8,
STORMTROOPER,NA,548,"TK-338, we have targets in custody!",,,
STORMTROOPER,NA,549,"We have incoming at two-eight-point-six Move! Dispatch! Move! Scramble all squads! Repeat, scramble all squads! Anti-air cover en route to our position!",5,22,
HAN,"CHEWIE, FINN",550,It's the Resistance.,1,3,
POE,"JESS, SNAP",551,Go straight ahead at them. Don't let these dogs scare you!,2,11,
JESS,POE,552,Copy that!,1,2,
SNAP,POE,553,"We're with you, Poe!",1,4,
HAN,"CHEWIE, FINN",554,Quick!,1,1,
FINN,FINN,555,Woo! YEAH! That's one helluva pilot!,1,6,
POE,POE,556,Woohoo!,1,1,
KYLO REN,REY,557,The girl I've heard so much about. The droid. Where is it?,3,12,
STORMTROOPER,NA,558,Request air support!,1,3,
KYLO REN,REY,559,The map. You've seen it.,1,5,
STORMTROOPER #5,KYLO REN,560,"Sir, Resistance fighters! We need more troops.",2,7,
KYLO REN,STORMTROOPER #5,561,Pull the division out. Forget the droid. We have what we need.,2,12,
STORMTROOPER,KYLO REN,562,Pull back the tree line!,1,5,
FINN,FINN,563,"No!! No! No, no, no, no... REY!!",2,7,
FINN,HAN,564,He took her! Did you see that? He took her. She's gone!,2,12,
HAN,FINN,565,"Yeah, yeah, I know...",1,4,
THREEPIO,HAN,566,"Goodness! Han Solo! It is I, C-3PO! You probably don't recognize me because of the red arm.",3,17,
THREEPIO,LEIA,567,"Look who it is! Did you see who? Oh. Excuse me, Prin-- General.",2,13,
THREEPIO,BB8,568,"Sorry. Come along, BB-8. Quickly.",1,5,
THREEPIO,BB8,569,"Yes, I must get my proper arm reinstalled.",1,8,
HAN,LEIA,570,You changed your hair.,1,4,
LEIA,HAN,571,Same jacket.,1,2,
HAN,LEIA,572,"No, new jacket.",1,3,
HAN,LEIA,573,"...I saw him. Leia, I saw our son. He was here.",2,11,
POE,BB8,574,"BB-8, my buddy! Oh it's so good to see you. Finn saved you? Where is he?",1,16,
FINN,POE,575,Poe. Poe Dameron. You're alive!,2,5,
POE,FINN,576,Buddy! So are you!,1,4,
FINN,POE,577,What happened to you?,1,4,
POE,FINN,578,"What happened? I got thrown from the crash, I woke up at night -- no you, no ship, nothing-- BB-8 says that you saved him.",4,25,
FINN,POE,579,"No, no, no. It wasn't just me.",1,7,
POE,FINN,580,"You completed my mission, Finn. That's my jacket?",2,8,
FINN,POE,581,Oh...,1,1,
POE,FINN,582,"No, no, no. Keep it. It suits you. You're a good man, Finn.",2,13,
FINN,POE,583,Poe-- I need your help.,1,5,
POE,LEIA,584,"General Organa. I'm sorry to interrupt, this is Finn, he needs to talk to",2,14,
LEIA,"FINN, POE",585,"And I need to talk to him. That was incredibly brave, what you did. Renouncing the First Order, saving this man's life--",4,22,
FINN,LEIA,586,"Thank you, ma'am-- but a friend of mine was taken prisoner--",2,11,
LEIA,FINN,587,"Han told me about the girl, I'm sorry.",1,8,
POE,"LEIA, FINN",588,Finn's familiar with the weapon that destroyed the Hosnian system. He worked on the base.,3,15,
LEIA,FINN,589,We're desperate for anything you can tell us.,2,8,
FINN,LEIA,590,"That's where my friend was taken-- I've got to get there, fast.",2,12,
LEIA,FINN,591,"And I will do everything I can to help, but first you must tell us all you know.",3,18,
DR. KALONIA,CHEWIE,592,That sounds very scary.,1,4,
DR. KALONIA,CHEWIE,593,You must be so brave.,1,5,
THREEPIO,LEIA,594,"General, I regret to inform you, but this map recovered from BB-8 is only partially complete. And even worse, it matches no charted system on record. We simply do not have enough information to locate Master Luke.",6,37,
LEIA,"HAN, THREEPIO",595,I can't believe I was so foolish to think that I could just find Luke and bring him home.,3,19,
HAN,LEIA,596,Leia...,1,1,
LEIA,HAN,597,Don't do that.,1,3,
HAN,LEIA,598,Do what?,1,2,
LEIA,HAN,599,Anything.,1,1,
THREEPIO,HAN,600,Princesses.,1,1,
HAN,LEIA,601,I'm trying to be helpful!,1,5,
LEIA,HAN,602,When did that ever help? And don't say the Death Star.,2,11,
THREEPIO,BB8,603,BB-8. You're wasting your time.,1,5,
THREEPIO,BB8,604,It is very doubtful that Artoo would have the rest of the map in his backup data.,1,17,
THREEPIO,BB8,605,"I am afraid not. R2D2 has been in low power mode ever since Master Luke went away. Sadly, he may never be his old self again.",1,26,
HAN,LEIA,606,"Listen to me, will you? I know every time you... every time you look at me, you're reminded of him.",3,20,
LEIA,HAN,607,You think I want to forget him? I want him back!,2,11,
HAN,LEIA,608,There was nothing we could've done. There was too much Vader in him.,2,13,
LEIA,HAN,609,That's why I wanted him to train with Luke. I just never should have sent him away. That's when I lost him. That's when I lost you both.,4,28,
HAN,LEIA,610,We both had to deal with it in our own way. I went back to the only thing I was ever good at.,3,23,
LEIA,HAN,611,We both did.,1,3,
HAN,LEIA,612,"We lost our son, forever.",1,5,
LEIA,HAN,613,No. It was Snoke. He seduced our son to the dark side. But we can still save him. Me. You.,5,20,
HAN,LEIA,614,"If Luke couldn't reach him, how could I?",1,8,
LEIA,HAN,615,Luke is a Jedi... you're his father. There's still light in him. I know it.,3,15,
ADMIRAL STATURA,LEIA,616,"General, the reconnaissance report on the enemy base is coming.",2,10,
REY,KYLO REN,617,Where am I?,1,3,
KYLO REN,REY,618,You're my guest.,1,3,
REY,KYLO REN,619,Where are the others?,1,4,
KYLO REN,REY,620,"You mean the murderers, traitors and thieves you call friends? You'll be relieved to hear I have no idea. You still want to kill me.",5,25,
REY,KYLO REN,621,That happens when you're being hunted by a creature in a mask.,2,12,
KYLO REN,REY,622,Tell me about the droid.,1,5,
REY,KYLO REN,623,He's a BB unit with a selenium drive and a thermal hyperscan vindicator --,2,14,
KYLO REN,REY,624,"carrying a section of a navigational chart. We have the rest, recovered from archives of the Empire. We need the last piece. And somehow, you convinced the droid to show it to you. You. A scavenger-- You know I can take whatever I want. ...You're so lonely... so afraid to leave... At night, desperate to sleep... you imagine an ocean. I see it-- I see the island... And Han Solo. You feel like he's the father you never had. He would've disappointed you.",15,83,
REY,KYLO REN,625,--Get out of my head--,1,5,
KYLO REN,REY,626,I know you've seen the map. It's in there... and now you'll give it to me. Don't be afraid. I feel it too.,4,23,
REY,KYLO REN,627,I'm not giving you anything.,1,5,
KYLO REN,REY,628,We'll see.,1,2,
REY,KYLO REN,629,You... you're afraid... that you will never be as strong as... Darth Vader!,3,13,
SNOKE,KYLO REN,630,"This scavenger, resisted you?",1,4,
KYLO REN,SNOKE,631,"She's strong with the Force, untrained but, stronger than she knows.",2,11,
SNOKE,KYLO REN,632,And the droid?,1,3,
ARMITAGE HUX,SNOKE,633,"Ren believed it was no longer valuable to us. That the girl was all we needed. As a result, the droid has most likely been returned to the hands of the enemy. They may have the map already.",6,38,
SNOKE,ARMITAGE HUX,634,Then the Resistance must be destroyed before they get to Skywalker.,2,11,
ARMITAGE HUX,SNOKE,635,We have their location. We tracked their reconnaissance ship to the Ileenium system.,3,13,
SNOKE,ARMITAGE HUX,636,Good. Then we will crush them once and for all. Prepare the weapon.,2,13,
KYLO REN,SNOKE,637,Supreme Leader. I can get the map from the girl. I just need your guidance.,3,15,
SNOKE,KYLO REN,638,"If what you say about this girl is true, bring her to me.",2,13,
REY,TROOPER GUARD #2,639,"You will remove these restraints. And leave this cell, with the door open.",3,13,
TROOPER GUARD #2,REY,640,What did you say?,1,4,
REY,TROOPER GUARD #2,641,"You will remove these restraints. And leave this cell, with the door open.",3,13,
TROOPER GUARD #2,REY,642,"I'll tighten those restraints, scavenger scum!",2,6,
REY,TROOPER GUARD #2,643,"You will remove these restraints. And leave this cell, with the door open.",3,13,
TROOPER GUARD #2,REY,644,"I will remove these restraints. And leave this cell, with the door open.",2,13,
REY,TROOPER GUARD #2,645,And you will drop your weapon.,1,6,
TROOPER GUARD #2,REY,646,And I'll drop my weapon.,1,5,
KYLO REN,NA,647,No. No! GUARDS! GUARDS!,1,4,
ARMITAGE HUX,STARKILLER TECHNICIAN,648,Begin charging the weapon!,1,4,
STARKILLER TECHNICIAN,ARMITAGE HUX,649,"Yes, sir. Weapon charging.",1,4,
POE,NA,650,The scan data from Snap's reconnaissance flight confirms Finn's report.,3,10,
SNAP,NA,651,They've somehow created a hyper lightspeed weapon built within the planet itself.,3,12,
BRANCE,SNAP,652,A laser cannon?,1,3,
SNAP,BRANCE,653,We're not sure how to describe a weapon of this scale.,2,11,
MAJOR EMATT,SNAP,654,It's another Death Star.,1,4,
POE,MAJOR EMATT,655,"I wish that were the case, Major. This was the Death Star. And this is Starkiller Base.",3,17,
HAN,NA,656,So it's big.,1,3,
ADMIRAL ACKBAR,NA,657,How is it possible to power a weapon of that size?,2,11,
FINN,NA,658,"It uses the power of the sun. As the weapon is charged, the sun is drained until it disappears.",3,19,
LEIA,NA,659,"The First Order: they're charging the weapon again, now. Our system is the next target.",3,15,
THREEPIO,NA,660,"Oh my. Without the Republic fleet, we're doomed.",2,8,
HAN,NA,661,"Okay, how do we blow it up? There's always a way to do that.",2,14,
LEIA,NA,662,Han's right.,1,2,
ADMIRAL STATURA,NA,663,"In order for that amount of power to be contained, that base has to have some kind of thermal oscillator...",3,20,
FINN,NA,664,"There is one. Precinct 47. Here. If we can destroy that oscillator, it might de-stabilize the core and cripple the weapon.",5,21,
MAJOR EMATT,NA,665,...Maybe the planet.,1,3,
POE,NA,666,We'll go in there and we'll hit that oscillator with everything we got.,2,13,
ADMIRAL ACKBAR,NA,667,They have defensive shields that our ships cannot penetrate.,2,9,
HAN,NA,668,We disable the shields.,1,4,
HAN,FINN,669,"Kid, you worked there, what do you got?",2,8,
FINN,HAN,670,I can do it.,1,4,
HAN,FINN,671,I like this guy.,1,4,
FINN,NA,672,"I can disable the shields. But I have to be there, on the planet--",2,14,
HAN,FINN,673,We'll get you there.,1,4,
LEIA,HAN,674,"Han, how?",1,2,
HAN,LEIA,675,"If I told you, you wouldn't like it.",1,8,
POE,NA,676,"So we disable the shields, take out the oscillator and we blow up their big gun.",3,16,
POE,NA,677,All right. Let's go!,1,4,
HAN,CHEWIE,678,"Chewie, check that donal capitator.",1,5,
HAN,FINN,679,"Come on. Let's go.-- Finn, be careful with those- they're explosives.",3,11,
FINN,HAN,680,Now you tell me?,1,4,
LEIA,HAN,681,"No matter how much we fought, I've always hated watching you leave.",2,12,
HAN,LEIA,682,That's why I did it. So you'd miss me.,2,9,
LEIA,HAN,683,I did miss you.,1,4,
HAN,LEIA,684,"It wasn't all bad, was it? Huh? Some of it was...good.",2,11,
LEIA,HAN,685,...Pretty good.,1,2,
HAN,LEIA,686,Some things never change.,1,4,
LEIA,HAN,687,"True. You still drive me crazy. If you see our son again, bring him home.",3,15,
STORMTROOPER,KYLO REN,688,"Sir, sensors triggered in hangar 718. We're searching the area.",2,10,
KYLO REN,STORMTROOPER,689,"She's just beginning to test her powers. The longer it takes to find her, the more dangerous she becomes.",3,19,
FINN,HAN,690,How are we getting in?,1,5,
HAN,FINN,691,Their shields have a fractional refresh rate. Keeps anything traveling slower than lightspeed from getting through.,4,16,
FINN,HAN,692,We're gonna make our landing approach at lightspeed?!,2,8,
HAN,CHEWIE,693,"Chewie, get ready. And Now!",2,5,
HAN,CHEWIE,694,I am pulling up!,1,4,
HAN,CHEWIE,695,"I get any higher, they'll see us!",1,7,
OFFICER,KYLO REN,696,"Sir, she was not found in hangar 718 but all troops are on alert.",2,14,
KYLO REN,OFFICER,697,Put every hangar on lock-down. She's going to try to steal a ship to-- Han Solo...,3,16,
FINN,HAN,698,The flooding tunnels are over that ridge. We'll get in that way.,2,12,
HAN,FINN,699,What was your job when you were based here?,2,9,
FINN,HAN,700,Sanitation.,1,1,
HAN,FINN,701,Sanitation?,1,1,
HAN,FINN,702,Then how do you know how to disable the shields?,1,10,
FINN,HAN,703,I don't. I'm just here to get Rey.,1,8,
HAN,FINN,704,People are counting on us! The galaxy is counting on us--!,2,11,
FINN,HAN,705,"Solo, we'll figure it out! We'll use the Force!",2,9,
HAN,FINN,706,That's not how the Force works--!,1,6,
HAN,CHEWIE,707,"Oh really, you're cold?",1,4,
FINN,"HAN, CHEWIE",708,Come on!,1,2,
ARMITAGE HUX,FIRST ORDER OFFICER,709,Report.,1,1,
FIRST ORDER OFFICER,ARMITAGE HUX,710,"Weapon charged in fifteen minutes, sir.",2,6,
STORMTROOPER FN-9330,"CHEWIE, HAN, FINN",711,Hey!,1,1,
HAN,"FINN, CHEWIE",712,"The longer we're here, less luck we're going to have. The shields?",2,12,
FINN,"HAN, CHEWIE",713,I have an idea about that.,1,6,
FINN,PHASMA,714,Remember me?,1,2,
PHASMA,FINN,715,FN-2187,1,1,
FINN,PHASMA,716,"Not anymore. The name's Finn, and I'm in charge. I'm in charge now, Phasma. I'm in charge.",1,17,
HAN,FINN,717,Bring it down. Bring it down.,1,6,
FINN,"PHASMA, HAN, CHEWIE",718,Follow me.,1,2,
FINN,PHASMA,719,You want me to blast that bucket off your head? Lower the shields.,1,13,
PHASMA,FINN,720,You're making a big mistake.,1,5,
FINN,PHASMA,721,Do it.,1,2,
FINN,HAN,722,"Solo, if this works, we're not going to have a lot of time to find Rey.",2,16,
HAN,FINN,723,"Don't worry kid, we won't leave here without her.",2,9,
PHASMA,"FINN, HAN, CHEWIE",724,You can't be so stupid as to think this will be easy. My troops will storm this block and kill you all.,3,22,
FINN,"PHASMA, HAN",725,I disagree. ,1,2,
FINN,HAN,726,What do we do with her?,1,6,
HAN,FINN,727,Is there a garbage chute? Trash compactor?,2,7,
FINN,HAN,728,"Yeah, there is...",1,3,
OFFICER,LEIA,729,"General, their shields are down!",2,5,
THREEPIO,NA,730,Thank the Maker!,1,3,
LEIA,NA,731,Han did it! Send them in!,2,6,
ADMIRAL STATURA,NA,732,Give Poe full authorization to attack.,2,6,
GULCH,POE,733,"Black Leader, go to sub-lights. On your call.",3,8,
POE,NA,734,"Roger, base-- red squad, blue squad, take my lead.",2,9,
SNAP,NA,735,Dropping out of lightspeed.,1,4,
POE,NA,736,"Almost in range! Hit the target dead center, as many runs as we can get!",3,15,
SNAP,NA,737,Approaching target.,1,2,
ARMITAGE HUX,COLONEL DATOO,738,Dispatch all squadrons...,1,3,
COLONEL DATOO,ARMITAGE HUX,739,"Yes, General.",1,2,
POE,NA,740,"All right, let's light it up!",1,6,
LT. BASTIAN,NA,741,Direct hit!,1,2,
ELLO ASTY,LT. BASTIAN,742,But no damage!,1,3,
POE,NA,743,"Yeah, we gotta keep hitting it! Another bombing run! Remember, when the sun is gone, that weapon will be ready to fire! But as long as there's light, we got a chance.",5,32,
POE,NA,744,"Guys, we got a lot of company!",1,7,
FINN,HAN,745,"We'll use the charges to blow that blast door. I'll go in and draw fire, but I'm gonna need cover.",3,20,
HAN,FINN,746,You sure you're up for this?,1,6,
FINN,HAN,747,Hell no-- I'll go in find and try to find Rey-- --The troopers'll be on our tail. We have to be ready for that. There's an access tunnel that'll leads-- Why are you doing that? Why are you doing-- this? I'm trying to come up with a plan.,8,48,
HAN,REY,748,You all right?,1,3,
REY,HAN,749,Yeah.,1,1,
HAN,REY,750,Good.,1,1,
FINN,REY,751,What happened-- did he hurt you?,1,6,
REY,FINN,752,Finn. What are you doing here?!,1,6,
FINN,REY,753,We came back for you.,1,5,
FINN,REY,754,What'd he say?,1,3,
REY,FINN,755,...That it was your idea. Thank you.,2,7,
FINN,REY,756,How did you get away?,1,5,
REY,FINN,757,I can't explain it. And you wouldn't believe it.,2,9,
HAN,"FINN, REY",758,Escape now. Hug later.,1,4,
SNAP,JESS,759,I got one behind me. You see it?,1,8,
JESS,SNAP,760,"Yeah, I'm on it! Burillo's been hit!",2,7,
SNAP,JESS,761,Watch out for ground fire!,1,5,
HAN,"FINN, REY, CHEWIE",762,They're in trouble. We can't leave. My friend's got a bag full of explosives. Let's use 'em.,3,17,
KAYDEL KO CONNIX,NA,763,"General, are you seeing this?",1,5,
VOBER DAND,NA,764,Two more X-wings down. That's half our fleet destroyed.,2,9,
THREEPIO,NA,765,And their weapon will be fully charged in 10 minutes! It would take a miracle to save us now.,3,19,
HAN,CHEWIE,766,Girl knows her stuff.,1,4,
HAN,CHEWIE,767,We'll set the charges at every other column.,2,8,
HAN,CHEWIE,768,You're right. That's a better idea. You take the top. I'll go down below. Detonator.,3,15,
HAN,CHEWIE,769,We'll meet back here.,1,4,
KYLO REN,NA,770,Find them.,1,2,
HAN,KYLO REN,771,Ben!,1,1,
KYLO REN,HAN,772,Han Solo. I've been waiting for this day for a long time.,2,12,
HAN,KYLO REN,773,Take off that mask. You don't need it.,2,8,
KYLO REN,HAN,774,What do you think you'll see if I do?,2,9,
HAN,KYLO REN,775,The face of my son.,1,5,
KYLO REN,HAN,776,"Your son is gone. He was weak and foolish, like his father. So I destroyed him.",3,16,
HAN,KYLO REN,777,That's what Snoke wants you to believe but it's not true. My son is alive.,2,15,
KYLO REN,HAN,778,No. The Supreme Leader is wise.,1,6,
HAN,KYLO REN,779,"Snoke is using you for your power. When he gets what he wants, he'll crush you-- you know it's true.",3,20,
KYLO REN,HAN,780,It's too late.,1,3,
HAN,KYLO REN,781,No it's not. Leave here with me. Come home. We miss you.,2,12,
KYLO REN,HAN,782,"I'm being torn apart. I want to be free of this pain. I know what I have to do, but I don't know if I have the strength to do it. Will you help me?",5,35,
HAN,KYLO REN,783,Yes. Anything.,1,2,
REY,REY,784,No!,1,1,
KYLO REN,HAN,785,Thank you.,1,2,
REY,REY,786,"No, no",1,2,
ADMIRAL ACKBAR,NA,787,The Oscillator's been damaged but is still functional.,2,8,
OFFICER TABALA ZO,ADMIRAL ACKBAR,788,"Admiral, their weapon will fire in two minutes.",2,8,
FINN,REY,789,The Falcon's this way.,1,4,
KYLO REN,REY,790,We're not done yet.,1,4,
REY,KYLO REN,791,You're a monster!,1,3,
KYLO REN,"REY, FINN",792,It's just us now. Han Solo can't save you.,2,9,
FINN,REY,793,Rey! ,1,1,
FINN,FINN,794,Rey! Rey... Rey... Oh no. Oh,,6,
FINN,FINN,795,no no... rey,1,3,
KYLO REN,FINN,796,Traitor!,1,1,
KYLO REN,FINN,797,That lightsaber. It belongs to me!,1,6,
FINN,KYLO REN,798,Come get it.,1,3,
NIV LEK,POE,799,We just lost R-1!,1,4,
JESS,POE,800,We're overwhelmed! What do we do? It isn't working!,2,9,
YOLO ZIFF,POE,801,"Black Leader, there's a brand new hole in that oscillator. Looks like our friends got in!",3,16,
POE,"LT. BASTIAN, ELLO ASTY",802,Red Four! Red Six! Cover us!,1,6,
LT. BASTIAN,POE,803,I'm on it!,1,3,
ELLO ASTY,POE,804,Roger!,1,1,
POE,NA,805,"Everybody else, hit the target hard! Give it everything you got! I need some help here! I need some help!",3,20,
