from,to,dialogue,yarn_id
QUI-GON,"PADME, JAR JAR","Moisture farms, for the most part.",870443
QUI-GON,"PADME, JAR JAR",Some indigenous tribes and scavengers.,870444
QUI-GON,"PADME, JAR JAR",The few spaceports like this one.,870445
QUI-GON,"PADME, JAR JAR",are havens for those that don't wish to be found.,870445
PADME,QUI-GON,Like us.,870446
JAR JAR,"QUI-GON, PADME","Dissen berry, berry bad.",870447
JAR JAR,JAR JAR,"Icky, icky goo!",870448
QUI-GON,PADME,We'll try one of the smaller dealers.,870449
WATTO,QUI-GON,Good day to you.,870450
WATTO,QUI-GON,What do you want?,870451
QUI-GON,WATTO,I need parts for a J-type 327 Nubian.,870452
WATTO,QUI-GON,"Ah, yes!",870453
WATTO,QUI-GON,Nubian.,870453
WATTO,QUI-GON,We have lots of that.,870453
WATTO,ANAKIN,"Boy, get in here now!",870454
QUI-GON,WATTO,My droid has a readout of what I need.,870455
WATTO,ANAKIN,What took you so long?,870456
ANAKIN,WATTO,I was cleaning the fan switches.,870457
WATTO,ANAKIN,Watch the store.,870458
WATTO,ANAKIN,I've got some selling to do.,870458
WATTO,QUI-GON,"So, let me take thee out back, huh?",870459
WATTO,QUI-GON,We'll find what you need.,870460
QUI-GON,JAR JAR,Don't touch anything.,870460
ANAKIN,PADME,Are you an angel?,870460
PADME,ANAKIN,What?,870460
ANAKIN,PADME,An angel.,870460
ANAKIN,PADME,I heard the deep space pilots talk about them.,870465
ANAKIN,PADME,They're the most beautiful creatures in the universe.,870466
ANAKIN,PADME,"They live on the moons of lego,",870467
ANAKIN,PADME,I think.,870467
PADME,ANAKIN,You're a funny little boy.,870468
PADME,ANAKIN,How do you know so much?,870469
ANAKIN,PADME,I listen to all the traders and star pilots who come through here.,870470
ANAKIN,PADME,"I'm a pilot, you know, and someday I'm gonna fly away from this place.",870471
PADME,ANAKIN,You're a pilot?,870472
ANAKIN,PADME,Mm-hmm.,870472
ANAKIN,PADME,All my life.,870472
PADME,ANAKIN,How long have you been here?,870473
ANAKIN,PADME,Since I was very little.,870474
ANAKIN,PADME,"Three, I think.",870474
ANAKIN,PADME,My mom and I were sold to Gardulla the Hutt.,870475
ANAKIN,PADME,but she lost us betting on the podraces.,870476
PADME,ANAKIN,You're a slave?,870477
ANAKIN,PADME,"I'm a person, and my name is Anakin.",870478
PADME,ANAKIN,I'm sorry.,870478
PADME,ANAKIN,I don't fully understand.,870479
PADME,ANAKIN,This is a strange place to me.,870479
JAR JAR,NA,Where- Wheres yousa goin?,870479
JAR JAR,NA,I got ya.,870483
ANAKIN,JAR JAR,Hey!,870483
ANAKIN,JAR JAR,Hit the nose.,870484
WATTO,QUI-GON,A T-14 hyperdrive generator.,870486
WATTO,QUI-GON,Thee in luck.,870486
WATTO,QUI-GON,I'm the only one hereabouts who has one.,870487
WATTO,QUI-GON,But thee might as well buy a new ship.,870488
WATTO,QUI-GON,"It would be cheaper, I think, huh.",870488
WATTO,QUI-GON,Saying of which.,870489
WATTO,QUI-GON,"how's thee gonna pay for all this, huh?",870490
QUI-GON,WATTO,"I have 20,000 Republic dataries.",870491
WATTO,QUI-GON,Republic credits?,870492
WATTO,QUI-GON,Republic credits are no good out here.,870493
WATTO,QUI-GON,I need something more real.,870493
WATTO,QUI-GON,"I don't have anything else, but credits will do fine.",870494
WATTO,QUI-GON,"No, they won't.",870495
QUI-GON,WATTO,Credits will do fine.,870495
WATTO,QUI-GON,"No, they won't!",870496
WATTO,QUI-GON,"What, you think you're some kind of Jedi, waving your hand around like that?",870497
WATTO,QUI-GON,I'm a Toydarian.,870498
WATTO,QUI-GON,Mind tricks don't work on me.,870498
WATTO,QUI-GON,Only money.,870498
WATTO,QUI-GON,"No money, no parts, no deal.",870499
WATTO,QUI-GON,"And no one else has a T-14 hyperdrive, I promise you that.",870500
ANAKIN,PADME,Wouldn't have lasted long anyways if I wasn't so good at building things.,870501
QUI-GON,PADME,We're leaving.,870501
QUI-GON,JAR JAR,Jar Jar.,870501
PADME,ANAKIN,"I'm glad to have met you, Anakin.",870505
ANAKIN,PADME,I was glad to meet you too.,870506
JAR JAR,,Wha-wha?,870507
JAR JAR,,Oh.,870507
WATTO,ANAKIN,Outlanders.,870508
WATTO,ANAKIN,They think we know nothing.,870508
ANAKIN,WATTO,They seemed nice to me.,870509
WATTO,ANAKIN,Clean the racks.,870510
WATTO,ANAKIN,Then you can go home.,870511
ANAKIN,WATTO,Yippee!,870512
QUI-GON,OBI-WAN,And you're sure there's nothing left on board?,870513
OBI-WAN,QUI-GON,A few containers of supplies.,870514
OBI-WAN,QUI-GON,"The queen's wardrobe, maybe, but not enough for you to barter with.",870515
OBI-WAN,QUI-GON,not in the amount you're talking about.,870516
QUI-GON,OBI-WAN,All right.,870517
QUI-GON,OBI-WAN,I'm sure another solution will present itself.,870517
QUI-GON,OBI-WAN,I'll check back later.,870518
JAR JAR,QUI-GON,Noah gain.,870519
JAR JAR,QUI-GON,Noah gain.,870519
JAR JAR,QUI-GON,"Da beings hereabouts, cawazy!",870520
JAR JAR,QUI-GON,Wesa be wobbed un crunched.,870521
QUI-GON,JAR JAR,Not likely.,870522
QUI-GON,JAR JAR,We have nothing of value.,870522
QUI-GON,JAR JAR,That's our problem.,870522
JAR JAR,GRAGRA,Hmm?,870523
JAR JAR,GRAGRA,"Ah, mooie mooie?",870523
GRAGRA,JAR JAR,Are you going to pay for that?,870525
GRAGRA,JAR JAR,It costs seven wupiupi.,870526
JAR JAR,JAR JAR,Woopie woopie!,870527
JAR JAR,JAR JAR,Oops.,870527
SEBULBA,JAR JAR,Is this yours?,870530
JAR JAR,SEBULBA,"Who, mesa.",870531
ANAKIN,SEBULBA,"Careful, Sebulba.",870533
ANAKIN,SEBULBA,He's a big-time outlander.,870534
ANAKIN,SEBULBA,I'd hate to see you diced before we race again.,870535
SEBULBA,ANAKIN,"Next time we race, boy, it will be the end of you.",870536
SEBULBA,ANAKIN,"If you weren't a slave, I'd squash you now.",870537
ANAKIN,SEBULBA,"Yeah, it'd be a pity if you had to pay for me.",870538
ANAKIN,QUI-GON,Hi.,870539
QUI-GON,ANAKIN,Hi there.,870539
ANAKIN,QUI-GON,Your buddy here was about to be turned into orange goo.,870540
ANAKIN,QUI-GON,He picked a fight with a Dug.,870541
ANAKIN,QUI-GON,an especially dangerous Dug called Sebulba.,870541
JAR JAR,"ANAKIN, QUI-GON, PADME",Mesa haten crunchen.,870542
JAR JAR,"ANAKIN, QUI-GON, PADME",Das da las ting mesa want.,870542
QUI-GON,JAR JAR,"Nevertheless, the boy is right.",870543
QUI-GON,JAR JAR,You were heading into trouble.,870543
QUI-GON,ANAKIN,"Thanks, my young friend.",870544
JAR JAR,QUI-GON,But mesa doen nutten!,870546
OBI-WAN,CAPT. PANAKA,This storm will slow them down.,870547
CAPT. PANAKA,OBI-WAN,Looks pretty bad.,870548
CAPT. PANAKA,RIC OLIE,Panaka.,870549
RIC OLIE,CAPT. PANAKA,Receiving a message from home.,870549
CAPT. PANAKA,RIC OLIE,We'll be right there.,870550
ANAKIN,QUI-GON,"Here, you'll like these pallies.",870551
ANAKIN,QUI-GON,Here.,870552
QUI-GON,ANAKIN,Thank you.,870552
JIRA,ANAKIN,"Oh, my bones are aching.",870553
JIRA,ANAKIN,"Storm's coming up, Ani.",870554
JIRA,ANAKIN,You better get home quick.,870554
ANAKIN,"QUI-GON, PADME",Do you have shelter?,870555
QUI-GON,ANAKIN,We'll head back to our ship.,870555
ANAKIN,"QUI-GON, PADME",Is it far?,870556
QUI-GON,ANAKIN,It's on the outskirts.,870556
ANAKIN,"QUI-GON, PADME, JAR JAR, R2D2",You'll never reach the outskirts in time.,870557
ANAKIN,"QUI-GON, PADME, JAR JAR, R2D2","Sandstorms are very, very dangerous.",870558
ANAKIN,"QUI-GON, PADME, JAR JAR, R2D2",Come on.,870559
ANAKIN,"QUI-GON, PADME, JAR JAR, R2D2",I'll take you to my place.,870559
ANAKIN,SHMI,Mom!,870560
ANAKIN,SHMI,"Mom, I'm home!",870561
JAR JAR,ANAKIN,"Ah, dissen cosy.",870561
ANAKIN,SHMI,"These are my friends, Mom.",870562
JAR JAR,SHMI,Hello.,870562
QUI-GON,SHMI,I'm Qui-Gon Jinn.,870563
ANAKIN,PADME,I'm building a droid.,870563
ANAKIN,PADME,You wanna see?,870563
QUI-GON,SHMI,Your son was kind enough to offer us shelter.,870564
ANAKIN,PADME,Come on.,870565
ANAKIN,PADME,I'll show you Threepio.,870565
ANAKIN,PADME,Isn't he great?,870566
ANAKIN,PADME,He's not finished yet.,870566
PADME,ANAKIN,He's wonderful.,870567
ANAKIN,PADME,You really like him?,870568
ANAKIN,PADME,He's a protocol droid to help Mom.,870569
ANAKIN,PADME,Watch.,870569
THREEPIO,ANAKIN,Where is everybody?,870570
ANAKIN,ANAKIN,Whoops.,870571
THREEPIO,"ANAKIN, PADME","Oh, hello.",870572
THREEPIO,"ANAKIN, PADME","I am C-3PO, human cyborg relations.",870573
THREEPIO,"ANAKIN, PADME",How might I serve you?,870574
PADME,ANAKIN,He's perfect.,870575
THREEPIO,PADME,Oh.,870575
THREEPIO,PADME,Perfect.,870575
ANAKIN,PADME,"When the storm is over, I'll show you my racer.",870576
ANAKIN,PADME,I'm building a Podracer.,870576
THREEPIO,"ANAKIN, PADME",I'm not sure this floor is entirely stable.,870577
THREEPIO,R2D2,Hello.,870578
THREEPIO,R2D2,I don't believe we have been introduced.,870578
THREEPIO,R2D2,R2D2.,870579
THREEPIO,R2D2,A pleasure to meet you.,870579
THREEPIO,R2D2,"I am C-3PO, human cyborg relations.",870580
THREEPIO,R2D2,"I beg your pardon, but what do you mean, ""naked""?",870581
THREEPIO,R2D2,My parts are showing?,870582
THREEPIO,R2D2,My goodness!,870582
PALPATINE,"SABE, OBI-WAN, QUI-GON",The death toll is catastrophic.,870583
PALPATINE,"SABE, OBI-WAN, QUI-GON",We must bow to their wishes.,870584
PALPATINE,"SABE, OBI-WAN, QUI-GON",You must contact me.,870585
OBI-WAN,SABE,It's a trick.,870586
OBI-WAN,SABE,Send no reply.,870586
OBI-WAN,SABE,Send no transmissions of any kind.,870587
QUI-GON,OBI-WAN,It sounds like bait to establish a connection trace.,870588
OBI-WAN,QUI-GON,"What if it is true, and the people are dying?",870589
QUI-GON,OBI-WAN,"Either way, we're running out of time.",870590
DARTH MAUL,PALPATINE,Tatooine is sparsely populated.,870591
DARTH MAUL,PALPATINE,"If the trace was correct, I will fnd them quickly, Master.",870592
PALPATINE,DARTH MAUL,Move against the Jedi first.,870593
PALPATINE,DARTH MAUL,You will then have no difficulty in taking the queen to Naboo.,870594
PALPATINE,DARTH MAUL,to sign the treaty.,870595
DARTH MAUL,PALPATINE,At last we will reveal ourselves to the Jedi.,870596
DARTH MAUL,PALPATINE,At last we will have revenge.,870597
PALPATINE,DARTH MAUL,"You have been well-trained, my young apprentice.",870598
PALPATINE,DARTH MAUL,They will be no match for you.,870599
SHMI,"QUI-GON, PADME",All slaves have a transmitter placed inside their bodies somewhere.,870600
ANAKIN,"QUI-GON, PADME",I've been working on a scanner to try and locate mine.,870601
SHMI,"QUI-GON, PADME, JAR JAR",Any attempt to escape.,870602
ANAKIN,"QUI-GON, PADME, JAR JAR",And they blow you up!,870602
ANAKIN,"QUI-GON, PADME, JAR JAR",Boom!,870603
JAR JAR,"ANAKIN, SHMI",How wude!,870603
PADME,"SHMI, ANAKIN",I can't believe there's still slavery in the galaxy.,870604
PADME,"SHMI, ANAKIN",The Republic's antislavery laws.,870605
SHMI,PADME,The Republic doesn't exist out here.,870606
SHMI,PADME,We must survive on our own.,870607
JAR JAR,"QUI-GON, PADME, ANAKIN, SHMI",Xcuse me.,870608
ANAKIN,"QUI-GON, PADME, JAR JAR",Has anybody ever seen a Podrace?,870609
QUI-GON,"ANAKIN, PADME, JAR JAR, SHMI",They have Podracing on Malastare.,870610
QUI-GON,"ANAKIN, PADME, JAR JAR, SHMI","Very fast, very dangerous.",870610
ANAKIN,"QUI-GON, PADME, JAR JAR",I'm the only human who can do it.,870611
QUI-GON,ANAKIN,You must have Jedi reflexes if you race pods.,870612
QUI-GON,JAR JAR,Don't do that again.,870613
ANAKIN,QUI-GON,"You're a Jedi knight, aren't you?",870614
QUI-GON,ANAKIN,What makes you think that?,870615
ANAKIN,QUI-GON,I saw your laser sword.,870616
ANAKIN,QUI-GON,Only Jedis carry that kind of weapon.,870616
QUI-GON,ANAKIN,Perhaps I killed a Jedi and took it from him.,870617
ANAKIN,QUI-GON,I don't think so.,870618
ANAKIN,QUI-GON,No one can kill a Jedi.,870619
QUI-GON,ANAKIN,I wish that were so.,870620
ANAKIN,"QUI-GON, PADME, SHMI",I had a dream I was a Jedi.,870621
ANAKIN,"QUI-GON, PADME, SHMI",I came back here and freed all the slaves.,870622
ANAKIN,QUI-GON,Have you come to free us?,870623
QUI-GON,ANAKIN,"No, I'm afraid not.",870623
ANAKIN,QUI-GON,I think you have.,870624
ANAKIN,QUI-GON,Why else would you be here?,870624
QUI-GON,ANAKIN,"I can see there's no fooling you, Anakin.",870625
QUI-GON,"ANAKIN, SHMI","We're on our way to Coruscant, the central system in the Republic.",870626
QUI-GON,"ANAKIN, SHMI",on a very important mission.,870627
ANAKIN,"QUI-GON, PADME, JAR JAR",How did you end up out here in the outer rim?,870628
PADME,ANAKIN,"Our ship was damaged, and we're stranded here until we can repair it.",870629
ANAKIN,"QUI-GON, PADME, JAR JAR",I can help.,870630
ANAKIN,"QUI-GON, PADME, JAR JAR",I can fix anything.,870631
QUI-GON,ANAKIN,I believe you can.,870631
QUI-GON,ANAKIN,But first we must acquire the parts we need.,870632
JAR JAR,"ANAKIN, QUI-GON, PADME, SHMI",Wit no-nutten mula to trade.,870633
PADME,"ANAKIN, SHMI, QUI-GON, JAR JAR",These junk dealers must have a weakness of some kind.,870634
SHMI,"PADME, QUI-GON, JAR JAR",Gambling.,870635
SHMI,"PADME, QUI-GON, JAR JAR",Everything here revolves around betting on those awful races.,870635
QUI-GON,SHMI,Podracing.,870636
QUI-GON,SHMI,Greed can be a powerful ally.,870636
ANAKIN,"QUI-GON, PADME, JAR JAR",I built a racer.,870637
ANAKIN,"QUI-GON, PADME, JAR JAR",It's the fastest ever.,870637
ANAKIN,"QUI-GON, PADME, JAR JAR",There's a big race tomorrow on Boonta Eve.,870638
ANAKIN,QUI-GON,You could enter my pod.,870639
SHMI,ANAKIN,"Anakin, Watto won't let you.",870640
ANAKIN,SHMI,Watto doesn't know I've built it.,870640
ANAKIN,SHMI,You could make him think it was yours.,870641
ANAKIN,SHMI,and get him to let me pilot it for you.,870642
SHMI,ANAKIN,I don't want you to race.,870643
SHMI,ANAKIN,It's awful.,870643
SHMI,ANAKIN,I die every time Watto makes you do it.,870643
ANAKIN,SHMI,"But, Mom, I love it.",870644
ANAKIN,SHMI,The prize money would more than pay for the parts they need.,870645
SHMI,ANAKIN,Anakin.,870646
QUI-GON,ANAKIN,Your mother's right.,870647
QUI-GON,"ANAKIN, SHMI",Is there anyone friendly to the Republic who can help us?,870648
SHMI,QUI-GON,No.,870649
ANAKIN,SHMI,"Mom, you say the biggest problem in this universe is nobody helps each other.",870650
PADME,SHMI,I'm sure Qui-Gon doesn't want to put your son in danger.,870651
PADME,SHMI,We'll find some other way.,870652
SHMI,"QUI-GON, PADME",No.,870653
SHMI,"QUI-GON, PADME",There is no other way.,870654
SHMI,"QUI-GON, PADME","I may not like it, but he can help you.",870655
SHMI,"QUI-GON, PADME",He was meant to help you.,870656
PADME,QUI-GON,Are you sure about this?,870657
PADME,QUI-GON,Trusting our fate to a boy we hardly know?,870658
PADME,QUI-GON,The queen will not approve.,870659
QUI-GON,PADME,The queen doesn't need to know.,870660
PADME,QUI-GON,"Well, I don't approve.",870661
WATTO,QUI-GON,The boy tells me you want to sponsor him in the race.,870662
WATTO,QUI-GON,How can you do this?,870663
WATTO,QUI-GON,"Not on the Republic credits, I think.",870663
QUI-GON,WATTO,My ship will be the entry fee.,870664
WATTO,QUI-GON,Not bad!,870665
WATTO,QUI-GON,"Not bad, huh?",870666
WATTO,QUI-GON,"Nubian, huh?",870666
QUI-GON,WATTO,"It's in good order, except for the parts I need.",870667
WATTO,"QUI-GON, ANAKIN",What would the boy ride?,870668
WATTO,"QUI-GON, ANAKIN",He smashed up my pod in the last race.,870669
WATTO,"QUI-GON, ANAKIN",It would take some long time to fx it.,870669
ANAKIN,"WATTO, QUI-GON",It wasn't my fault.,870670
ANAKIN,"WATTO, QUI-GON",Really.,870670
ANAKIN,"WATTO, QUI-GON",Sebulba flashed me with his vents.,870670
ANAKIN,"WATTO, QUI-GON","I actually saved the pod, mostly.",870671
WATTO,ANAKIN,That you did.,870672
WATTO,QUI-GON,The boy's good.,870673
WATTO,QUI-GON,"No doubts there, huh?",870673
QUI-GON,WATTO,I have acquired a pod in a game of chance.,870674
QUI-GON,WATTO,The fastest ever built.,870674
WATTO,QUI-GON,"I hope you didn't kill anyone I know for it, huh?",870675
WATTO,QUI-GON,"So, you supply the pod and the entry fee.",870676
WATTO,QUI-GON,and I supply the boy.,870677
WATTO,QUI-GON,"We split the winnings 50-50, I think, huh?",870678
QUI-GON,WATTO,If it's going to be 50-50.,870679
QUI-GON,WATTO,I suggest you front the cash for the entry.,870679
QUI-GON,WATTO,If we win.,870680
QUI-GON,WATTO,"you keep all the winnings, minus the cost of the parts I need.",870681
QUI-GON,WATTO,"And if we lose, you keep my ship.",870682
QUI-GON,WATTO,"Either way, you win.",870683
WATTO,QUI-GON,Deal!,870684
WATTO,ANAKIN,"Your friend is a foolish one, methinks.",870685
OBI-WAN,QUI-GON,"What if this plan fails, Master?",870686
OBI-WAN,QUI-GON,We could be stuck here a very long time.,870687
QUI-GON,OBI-WAN,"Well, it's too dangerous to call for help.",870688
QUI-GON,OBI-WAN,and a ship without a power supply isn't going to get us anywhere.,870689
QUI-GON,OBI-WAN,And.,870690
QUI-GON,OBI-WAN,there's something about this boy.,870691
QUI-GON,SHMI,You should be very proud of your son.,870692
QUI-GON,SHMI,He gives without any thought of reward.,870693
SHMI,QUI-GON,"Well, he knows nothing of greed.",870694
SHMI,QUI-GON,He has.,870695
QUI-GON,SHMI,He has special powers.,870695
SHMI,QUI-GON,Yes.,870696
QUI-GON,SHMI,He can see things before they happen.,870697
QUI-GON,SHMI,That's why he appears to have such quick reflexes.,870698
QUI-GON,SHMI,It's a Jedi trait.,870699
SHMI,QUI-GON,He deserves better than a slave's life.,870700
QUI-GON,SHMI,"Had he been born in the Republic, we would have identifed him early.",870701
QUI-GON,SHMI,The Force is unusually strong with him.,870702
QUI-GON,SHMI,That much is clear.,870702
QUI-GON,SHMI,Who was his father?,870703
SHMI,QUI-GON,There was no father.,870704
SHMI,QUI-GON,"I carried him, I gave birth, I raised him.",870705
SHMI,QUI-GON,I can't explain what happened.,870706
SHMI,QUI-GON,Can you help him?,870707
QUI-GON,SHMI,I don't know.,870708
QUI-GON,SHMI,I didn't actually come here to free slaves.,870709
KITSTER,ANAKIN,Hi Ani!,870710
ANAKIN,KITSTER,Hi!,870711
KITSTER,ANAKIN,"Wow, a real astro droid!",870712
KITSTER,ANAKIN,How do you get so lucky?,870713
ANAKIN,KITSTER,That isn't the half of it.,870713
ANAKIN,KITSTER,I'm in the Boonta race tomorrow.,870714
KITSTER,ANAKIN,What?,870714
KITSTER,ANAKIN,With this?,870715
GREEDO,ANAKIN,"You're such a joker, Ani.",870716
AMEE,ANAKIN,You've been working on that for years.,870717
MELEE,ANAKIN,It's never gonna run.,870717
SEEK,ANAKIN,Come on.,870718
SEEK,ANAKIN,Let's go and play ball.,870718
SEEK,ANAKIN,"Keep racing, Ani.",870719
SEEK,ANAKIN,You're gonna be bug squash.,870719
ANAKIN,JAR JAR,"Hey Jar Jar, keep away from those energy binders.",870721
ANAKIN,JAR JAR,"If your hand gets caught in the beam, it's gonna go numb for hours.",870722
JAR JAR,ANAKIN,Sorry.,870723
JAR JAR,ANAKIN,Okay.,870723
JAR JAR,JAR JAR,My tongue is fat.,870724
JAR JAR,JAR JAR,My tongue.,870724
JAR JAR,JAR JAR,Wrench.,870725
JAR JAR,JAR JAR,Where is de wrench?,870726
JAR JAR,JAR JAR,"Oh, dare it is.",870726
JAR JAR,JAR JAR,I'm stuck.,870726
THREEPIO,R2D2,"You know, I fnd that Jar Jar creature to be a little odd.",870729
KITSTER,ANAKIN,You don't even know if this thing's gonna run.,870730
ANAKIN,KITSTER,It will.,870731
QUI-GON,"KITSTER, ANAKIN",I think it's time we found out.,870731
QUI-GON,ANAKIN,"Here, use this power charge.",870732
ANAKIN,QUI-GON,"Yes, sir!",870732
QUI-GON,KITSTER,"Come on, Kitster.",870733
QUI-GON,KITSTER,Let's move away.,870733
JAR JAR,JAR JAR,My mouth.,870734
JAR JAR,ANAKIN,"Ani, I'm stuck.",870735
JAR JAR,"PADME, ANAKIN",Hey.,870736
JAR JAR,"PADME, ANAKIN",My tongue is fat.,870736
JAR JAR,"PADME, ANAKIN",Ani.,870741
THREEPIO,R2D2,You're quite right.,870741
THREEPIO,R2D2,He's very odd indeed.,870742
JAR JAR,PADME,Thank you.,870742
JAR JAR,ANAKIN,Go.,870742
ANAKIN,"PADME, QUI-GON, JAR JAR",It's working!,870742
ANAKIN,"PADME, QUI-GON, JAR JAR",It's working!,870742
QUI-GON,ANAKIN,"Stay still, Ani.",870742
QUI-GON,ANAKIN,Let me clean this cut.,870742
ANAKIN,QUI-GON,There's so many.,870743
ANAKIN,QUI-GON,Do they all have a system of planets?,870743
QUI-GON,ANAKIN,Most of them.,870743
ANAKIN,QUI-GON,Has anyone been to 'em all?,870744
QUI-GON,ANAKIN,Not likely.,870745
ANAKIN,QUI-GON,I wanna be the frst one to see 'em all.,870746
SHMI,ANAKIN,"Ani, bedtime!",870747
QUI-GON,ANAKIN,There we are.,870748
QUI-GON,ANAKIN,Good as new.,870748
SHMI,ANAKIN,"Ani, I'm not gonna tell you again.",870749
ANAKIN,QUI-GON,What are you doing?,870750
QUI-GON,ANAKIN,Checking your blood for infections.,870750
QUI-GON,ANAKIN,Go on.,870751
QUI-GON,ANAKIN,You have a big day tomorrow.,870751
QUI-GON,ANAKIN,"Sleep well, Ani.",870752
QUI-GON,OBI-WAN,Obi-Wan?,870753
OBI-WAN,QUI-GON,"Yes, Master?",870753
QUI-GON,OBI-WAN,I need an analysis of this blood sample I'm sending you.,870754
OBI-WAN,QUI-GON,Wait a minute.,870755
QUI-GON,OBI-WAN,I need a midi-chlorian count.,870756
OBI-WAN,QUI-GON,The reading is off the chart.,870757
OBI-WAN,QUI-GON,"Over 20,000.",870758
OBI-WAN,QUI-GON,Even Master Yoda doesn't have a midi-chlorian count that high.,870759
QUI-GON,OBI-WAN,No Jedi has.,870760
OBI-WAN,QUI-GON,What does that mean?,870761
QUI-GON,OBI-WAN,I'm not sure.,870762
WATTO,QUI-GON,I wanna see your spaceship the moment the race is over.,870763
QUI-GON,WATTO,"Patience, my blue friend.",870764
QUI-GON,WATTO,You'll have your winnings before the suns set.,870764
QUI-GON,WATTO,And we'll be far away from here.,870765
WATTO,QUI-GON,"Not if your ship belongs to me, I think, huh?",870766
WATTO,QUI-GON,"I warn you, no funny business.",870767
QUI-GON,WATTO,You don't think Anakin can win?,870768
WATTO,QUI-GON,Don't get me wrongo.,870768
WATTO,QUI-GON,I have great faith in the boy.,870769
WATTO,QUI-GON,He's a credit to your race.,870770
WATTO,QUI-GON,"but Sebulba there is going to win, I think.",870771
JAR JAR,QUI-GON,"Oh, no!",870772
QUI-GON,WATTO,Why do you think that?,870773
WATTO,QUI-GON,He always wins!,870774
WATTO,QUI-GON,I am betting heavily on Sebulba.,870775
QUI-GON,WATTO,I'll take that bet.,870776
WATTO,QUI-GON,You What?,870776
QUI-GON,WATTO,"I'll wager my new racing pod against, say.",870777
QUI-GON,WATTO,the boy and his mother.,870778
WATTO,QUI-GON,"No pod is worth two slaves, not by a long shot.",870779
QUI-GON,WATTO,"The boy, then.",870780
WATTO,QUI-GON,"Well, we'll let fate decide, huh?",870780
WATTO,QUI-GON,I just happen to have a chance cube here.,870783
WATTO,QUI-GON,"Blue, it's the boy.",870784
WATTO,QUI-GON,Red.,870785
WATTO,QUI-GON,his mother.,870785
WATTO,QUI-GON,"You won this small toss, outlander.",870786
WATTO,QUI-GON,but you won't win the race!,870786
WATTO,QUI-GON,So it makes little difference!,870787
WATTO,ANAKIN,Better stop your friend's betting or I'll end up owning him too.,870788
ANAKIN,QUI-GON,What'd he mean by that?,870789
QUI-GON,ANAKIN,I'll tell you later.,870789
QUI-GON,SHMI,Good morning.,870790
THREEPIO,R2D2,"Oh, my.",870791
THREEPIO,R2D2,Space travel sounds rather perilous.,870792
THREEPIO,R2D2,"I can assure you, they will never get me onto one of those dreadful starships.",870793
KITSTER,ANAKIN,"This is so wizard, Ani.",870794
KITSTER,ANAKIN,I'm sure you'll do it this time.,870794
PADME,"KITSTER, ANAKIN",Do what?,870795
KITSTER,PADME,"Finish the race, of course.",870795
PADME,ANAKIN,You've never won a race?,870796
ANAKIN,PADME,"Well, not exactly.",870796
PADME,ANAKIN,Not even finished?,870797
ANAKIN,PADME,Kitster's right.,870798
ANAKIN,PADME,I will this time.,870798
QUI-GON,ANAKIN,Of course you will.,870799
BEED,NA,That's absolutely right.,870801
BEED,NA,And a big turnout here from all corners of the outer rim territories.,870802
BEED,NA,I see the contestants are making their way out onto the starting grid.,870803
FODE,NA,I see Ben Quadinaros from the Tund System.,870804
BEED,NA,Two-time winner Boles Roor.,870805
FODE,NA,Sebulba!,870806
BEED,NA,"And in the front row, nearside pole position.",870807
BEED,NA,Mawhonic!,870808
BEED,NA,A hearty hello.,870809
BEED,NA,to Clegg Holdfast and his Voltec KT9 Wasp!,870810
BEED,NA,"And back again, it's the mighty Dud Bolt.",870812
BEED,NA,"with that incredible racing machine, the Vulptereen 327.",870813
BEED,NA,And hoping for a big win today.,870814
BEED,NA,"Ody Mandrell, with his record-setting pit droid team.",870815
BEED,NA,"And a late entry, young Anakin Skywalker.",870816
BEED,NA,a local boy.,870817
BEED,NA,I see the flags are moving out onto the track.,870818
JAR JAR,NA,Pee yusa,870820
SHMI,ANAKIN,Be safe.,870821
ANAKIN,SHMI,"I will, Mom.",870822
ANAKIN,SHMI,I promise.,870822
SEBULBA,ANAKIN,Uh-oh.,870823
SEBULBA,ANAKIN,You won't walk away from this one.,870824
SEBULBA,ANAKIN,you slave scum.,870825
ANAKIN,SEBULBA,"Don't count on it, slime ball.",870826
SEBULBA,ANAKIN,You're bantha fodder!,870827
QUI-GON,ANAKIN,"You all set, Ani?",870828
ANAKIN,QUI-GON,Yep.,870828
QUI-GON,ANAKIN,Right.,870829
QUI-GON,ANAKIN,"Remember, concentrate on the moment.",870830
QUI-GON,ANAKIN,"Feel, don't think.",870831
QUI-GON,ANAKIN,Use your instincts.,870831
ANAKIN,QUI-GON,I will.,870832
QUI-GON,ANAKIN,May the Force be with you.,870833
FODE,NA,Jabba the Hutt.,870834
JABBA,NA,Welcome.,870836
JABBA,NA,Begin the race!,870837
FODE,NA,"Hey, looks like they're clearing the grid.",870838
SHMI,QUI-GON,Is he nervous?,870839
QUI-GON,SHMI,He's fne.,870839
PADME,QUI-GON,You Jedi are far too reckless.,870840
PADME,QUI-GON,The queen is not.,870840
QUI-GON,PADME,"The queen trusts my judgment, young handmaiden.",870841
QUI-GON,PADME,You should too.,870842
PADME,QUI-GON,You assume too much.,870843
FODE,NA,Start your engines.,870844
JAR JAR,"PADME, QUI-GON, SHMI","Oh, dissen gonna be messy.",870845
JAR JAR,"PADME, QUI-GON, SHMI",Me no watch'n!,870845
R2D2,"PADME, QUI-GON, SHMI",BEEP
