from,to,dialogue,yarn_id
MACE WINDU,OBI-WAN,"It's very dangerous, putting them together.",876238
MACE WINDU,OBI-WAN,I don't think the boy can handle it.,876239
MACE WINDU,OBI-WAN,I don't trust him.,876240
OBI-WAN,MACE WINDU,"With all due respect, Master, is he not the Chosen One?",876241
OBI-WAN,MACE WINDU,Is he not to destroy the Sith and bring balance to the Force?,876242
MACE WINDU,OBI-WAN,So the prophecy says.,876243
YODA,"OBI-WAN, MACE WINDU",A prophecy.,876244
YODA,"OBI-WAN, MACE WINDU",that misread could have been.,876244
OBI-WAN,YODA,He will not let me down.,876245
OBI-WAN,YODA,He never has.,876246
YODA,OBI-WAN,I hope right you are.,876247
ANAKIN,PADME,"Sometimes, I wonder what's happening to the Jedi Order.",876248
ANAKIN,PADME,I think this war is destroying the principles of the Republic.,876249
PADME,ANAKIN,Have you ever considered that we may be on the wrong side?,876250
ANAKIN,PADME,What do you mean?,876251
PADME,ANAKIN,"What if the democracy we thought we were serving no longer exists, and the Republic has become the very evil we've been fighting to destroy?",876253
ANAKIN,PADME,I don't believe that.,876254
ANAKIN,PADME,And you're sounding like a Separatist!,876255
PADME,ANAKIN,This war represents a failure to listen.,876256
PADME,ANAKIN,"Now, you're closer to the Chancellor than anyone.",876257
PADME,ANAKIN,"Please, ask him to stop the fighting and let diplomacy resume.",876258
ANAKIN,PADME,Don't ask me to do that.,876259
ANAKIN,PADME,"Make a motion in the Senate, where that kind of a request belongs.",876260
PADME,ANAKIN,What is it?,876261
ANAKIN,PADME,Nothing.,876261
PADME,ANAKIN,Don't do this.,876262
PADME,ANAKIN,don't shut me out.,876262
PADME,ANAKIN,Let me help you.,876262
PADME,ANAKIN,Hold me.,876263
PADME,ANAKIN,"like you did by the lake on Naboo, so long ago.",876264
PADME,ANAKIN,when there was nothing but our love.,876265
PADME,ANAKIN,"No politics, no plotting.",876266
PADME,ANAKIN,no war.,876266
ANAKIN,PALPATINE,"You wanted to see me, Chancellor.",876267
PALPATINE,ANAKIN,"Yes, Anakin!",876267
PALPATINE,ANAKIN,Come closer.,876267
PALPATINE,ANAKIN,I have good news.,876268
PALPATINE,ANAKIN,Our Clone Intelligence Units have discovered the location of General Grievous.,876269
PALPATINE,ANAKIN,He's hiding in the Utapau system.,876270
ANAKIN,PALPATINE,"At last, we'll be able to capture that monster and end this war.",876272
PALPATINE,ANAKIN,I would worry about the collective wisdom of the Council if they didn't select you for this assignment.,876273
PALPATINE,ANAKIN,"You are the best choice, by far.",876275
PALPATINE,ANAKIN,"Sit down,",876275
PALPATINE,NA,Leave us.,876277
PALPATINE,ANAKIN,"Anakin, you know I'm not able to rely on the Jedi Council.",876279
PALPATINE,ANAKIN,"If they haven't included you in their plot, they soon will.",876280
ANAKIN,PALPATINE,I'm not sure I understand.,876281
PALPATINE,ANAKIN,You must sense what I have come to suspect.,876282
PALPATINE,ANAKIN,the Jedi Council want control of the Republic.,876283
PALPATINE,ANAKIN,they're planning to betray me.,876284
ANAKIN,PALPATINE,I don't think.,876285
PALPATINE,ANAKIN,"Anakin, search your feelings.",876286
PALPATINE,ANAKIN,"You know, don't you?",876287
ANAKIN,PALPATINE,I know they don't trust you.,876288
PALPATINE,ANAKIN,Or the Senate.,876288
PALPATINE,ANAKIN,or the Republic.,876288
PALPATINE,ANAKIN,or democracy for that matter.,876289
ANAKIN,PALPATINE,I have to admit my trust in them has been shaken.,876290
PALPATINE,ANAKIN,Why?,876291
PALPATINE,ANAKIN,"They asked you to do something that made you feel dishonest, didn't they?",876293
PALPATINE,ANAKIN,"They asked you to spy on me, didn't they?",876294
ANAKIN,PALPATINE,I don't uh.,876295
ANAKIN,PALPATINE,I don't know what to say.,876296
PALPATINE,ANAKIN,Remember back to your early teachings.,876297
PALPATINE,ANAKIN,"""All who gain power are afraid to lose it.",876298
PALPATINE,ANAKIN,""" Even the Jedi.",876299
ANAKIN,PALPATINE,The Jedi use their power for good.,876299
PALPATINE,ANAKIN,"Good is a point of view, Anakin.",876300
PALPATINE,ANAKIN,"The Sith and the Jedi are similar in almost every way, including their quest for greater power.",876302
ANAKIN,PALPATINE,The Sith rely on their passion for their strength.,876303
ANAKIN,PALPATINE,"They think inwards, only about themselves.",876304
PALPATINE,ANAKIN,And the Jedi don't?,876305
ANAKIN,PALPATINE,The Jedi are selfless.,876306
ANAKIN,PALPATINE,they only care about others.,876306
PALPATINE,ANAKIN,Did you ever hear the tragedy of Darth Plagueis the wise?,876308
ANAKIN,PALPATINE,No.,876309
PALPATINE,ANAKIN,I thought not.,876309
PALPATINE,ANAKIN,It's not a story the Jedi would tell you.,876310
PALPATINE,ANAKIN,It's a Sith legend.,876311
PALPATINE,ANAKIN,"Darth Plagueis was a Dark Lord of the Sith, so powerful and so wise he could use the Force to influence the midi-chlorians to create life.",876314
PALPATINE,ANAKIN,He had such a knowledge of the dark side that he could even keep the ones he cared about from dying.,876316
ANAKIN,PALPATINE,He could actually save people from death?,876319
PALPATINE,ANAKIN,The dark side of the Force is a pathway to many abilities some consider to be unnatural.,876321
ANAKIN,PALPATINE,What happened to him?,876322
PALPATINE,ANAKIN,He became so powerful.,876323
PALPATINE,ANAKIN,"the only thing he was afraid of was losing his power, which eventually, of course, he did.",876324
PALPATINE,ANAKIN,"Unfortunately, he taught his apprentice everything he knew, then his apprentice killed him in his sleep.",876327
PALPATINE,ANAKIN,"It's ironic he could save others from death, but not himself.",876331
ANAKIN,PALPATINE,Is it possible to learn this power?,876332
PALPATINE,ANAKIN,Not from a Jedi.,876333
KI-ADI-MUNDI,ANAKIN,Palpatine thinks General Grievous is on Utapau?,876335
ANAKIN,"KI-ADI-MUNDI, OBI-WAN, MACE WINDU, YODA, CHEWIE",A partial message was intercepted in a diplomatic packet from the Chairman of Utapau.,876336
YODA,"ANAKIN, KI-ADI-MUNDI, OBI-WAN, MACE WINDU, CHEWIE","Act on this, we must.",876338
YODA,"ANAKIN, KI-ADI-MUNDI, OBI-WAN, MACE WINDU, CHEWIE",The capture of General Grievous will end this war.,876339
YODA,"ANAKIN, KI-ADI-MUNDI, OBI-WAN, MACE WINDU, CHEWIE",Quickly and decisively we should proceed.,876340
ANAKIN,"KI-ADI-MUNDI, OBI-WAN, MACE WINDU, YODA, CHEWIE",The Chancellor has requested that I lead the campaign.,876341
MACE WINDU,"KI-ADI-MUNDI, OBI-WAN, ANAKIN, YODA, CHEWIE","The Council will make up its own mind who is to go, not the Chancellor.",876342
YODA,"KI-ADI-MUNDI, OBI-WAN, MACE WINDU, ANAKIN, CHEWIE","A Master is needed, with more experience.",876344
KI-ADI-MUNDI,"OBI-WAN, MACE WINDU, ANAKIN, YODA, CHEWIE",I concur.,876345
KI-ADI-MUNDI,"OBI-WAN, MACE WINDU, ANAKIN, YODA, CHEWIE",Master Kenobi should go.,876345
YODA,"KI-ADI-MUNDI, OBI-WAN, MACE WINDU, ANAKIN, CHEWIE",I agree.,876346
KI-ADI-MUNDI,"OBI-WAN, MACE WINDU, ANAKIN, YODA, CHEWIE",Aye,876346
MACE WINDU,"KI-ADI-MUNDI, OBI-WAN, ANAKIN, YODA, CHEWIE",Aye Very well.,876348
MACE WINDU,"KI-ADI-MUNDI, OBI-WAN, ANAKIN, YODA, CHEWIE",Council is adjourned.,876348
CLONE COMMANDER GREE,YODA,The droids have started up their main power generators.,876349
YODA,NA,"Then now the time is, Commander.",876350
CHEWIE,NA,GROWL
CLONE COMMANDER GREE,NA,"Yes, sir.",876350
ANAKIN,OBI-WAN,"You're going to need me on this one, Master.",876353
OBI-WAN,ANAKIN,"Oh, I agree.",876353
OBI-WAN,ANAKIN,However it may turn out just to be a wild bantha chase.,876354
ANAKIN,OBI-WAN,Master!,876354
ANAKIN,OBI-WAN,I've disappointed you.,876355
ANAKIN,OBI-WAN,I have not been very appreciative of your training.,876355
ANAKIN,OBI-WAN,I have been arrogant and I apologize.,876356
ANAKIN,OBI-WAN,I've just been so frustrated with the Council.,876357
OBI-WAN,ANAKIN,"You are strong and wise, Anakin, and I am very proud of you.",876358
OBI-WAN,ANAKIN,I have trained you since you were a small boy.,876359
OBI-WAN,ANAKIN,I have taught you everything I know.,876360
OBI-WAN,ANAKIN,And you have become a far greater Jedi than I could ever hope to be.,876361
OBI-WAN,ANAKIN,"But be patient, Anakin.",876362
OBI-WAN,ANAKIN,It won't be long before the Council makes you a Jedi Master.,876363
ANAKIN,OBI-WAN,Obi-Wan.,876364
ANAKIN,OBI-WAN,May the Force be with you.,876364
OBI-WAN,ANAKIN,"Good-bye, old friend.",876365
OBI-WAN,ANAKIN,May the Force be with you.,876365
CLONE COMMANDER CODY,OBI-WAN,"Fortunately, most of the cities are concentrated on this small continent here.",876366
CLONE COMMANDER CODY,OBI-WAN,on the far side.,876367
OBI-WAN,CLONE COMMANDER CODY,I'll keep them distracted until you get there.,876367
OBI-WAN,CLONE COMMANDER CODY,Just don't take too long.,876368
CLONE COMMANDER CODY,OBI-WAN,"Come on, when have I ever let you down?",876368
OBI-WAN,CLONE COMMANDER CODY,"Very well, the burden is on me not to destroy all the droids unil you arrive",876370
OBI-WAN,NA,Save your energy.,876371
PADME,NA,I can't!,876372
OBI-WAN,NA,"Don't give up, Padme.",876373
ANAKIN,PADME,"Obi-Wan's been here, hasn't he?",876374
PADME,ANAKIN,He came by this morning.,876375
ANAKIN,PADME,What did he want?,876376
PADME,ANAKIN,He's worried about you.,876377
PADME,ANAKIN,He says you're been under a lot of stress.,876378
ANAKIN,PADME,I feel lost.,876379
PADME,ANAKIN,Lost?,876380
PADME,ANAKIN,What do you mean?,876380
ANAKIN,PADME,Obi-Wan and the Council don't trust me.,876381
PADME,ANAKIN,They trust you with their lives.,876382
ANAKIN,PADME,Something's happening.,876383
ANAKIN,PADME,I'm not the Jedi I should be.,876384
ANAKIN,PADME,"I want more, and I know I shouldn't.",876386
PADME,ANAKIN,You expect too much of yourself.,876387
ANAKIN,PADME,I have found a way to save you.,876388
PADME,ANAKIN,Save me?,876388
ANAKIN,PADME,From my nightmares.,876389
PADME,ANAKIN,Is that what's bothering you?,876390
ANAKIN,PADME,"I won't lose you, Padme.",876391
PADME,ANAKIN,"I'm not going to die in childbirth, Annie.",876392
PADME,ANAKIN,I promise you.,876393
ANAKIN,PADME,"No, I promise you!",876393
TION MEDON,OBI-WAN,"Greetings, young Jedi.",876394
TION MEDON,OBI-WAN,What brings you to our remote sanctuary?,876395
OBI-WAN,TION MEDON,"Unfortunately, the war.",876396
TION MEDON,OBI-WAN,There's no war here.,876397
TION MEDON,OBI-WAN,Unless you've brought it with you.,876397
OBI-WAN,TION MEDON,"With your kind permission, I should like some fuel and to use your city as a base as I search nearby systems for General Grievous.",876399
TION MEDON,OBI-WAN,He is here.,876400
TION MEDON,OBI-WAN,We are being held hostage.,876400
TION MEDON,OBI-WAN,They are watching us.,876401
OBI-WAN,TION MEDON,I understand.,876401
TION MEDON,OBI-WAN,"Tenth level, thousands of battle droids.",876402
OBI-WAN,TION MEDON,Tell your people to take shelter.,876403
OBI-WAN,TION MEDON,"If you have warriors, now is the time.",876404
OBI-WAN,NA,Take the Fighter back to the ship.,876405
OBI-WAN,NA,I'm staying here.
OBI-WAN,NA,Tell Cody I've made contact.,876405
ALIEN 2,TION MEDON,Is he bringing additional warriors?,876406
TION MEDON,ALIEN 2,He didn't say.,876406
GENERAL GRIEVOUS,NUTE,It won't be long before the armies of the Republic track us here.,876407
GENERAL GRIEVOUS,NUTE,I am sending you to the Mustafar system in the Outer Rim.,876408
GENERAL GRIEVOUS,NUTE,It is a volcanic planet.,876409
GENERAL GRIEVOUS,NUTE,You will be safe there.,876410
NUTE,GENERAL GRIEVOUS,Safe?,876410
NUTE,GENERAL GRIEVOUS,"Chancellor Palpatine managed to escape your grip, General, without Count Dooku.",876411
NUTE,GENERAL GRIEVOUS,I have doubts about your ability to keep us safe.,876412
GENERAL GRIEVOUS,NUTE,"Be thankful, Viceroy, you have not found yourself in my grip.",876414
GENERAL GRIEVOUS,NUTE,Your ship is waiting.,876415
OBI-WAN,GENERAL GRIEVOUS,"Hello, there!",876416
GENERAL GRIEVOUS,OBI-WAN,"General Kenobi, you are a bold one.",876418
GENERAL GRIEVOUS,NA,Kill him!,876419
GENERAL GRIEVOUS,NA,Back away.,876420
GENERAL GRIEVOUS,NA,I will deal with this Jedi slime myself.,876421
OBI-WAN,GENERAL GRIEVOUS,Your move.,876422
GENERAL GRIEVOUS,OBI-WAN,You fool.,876423
GENERAL GRIEVOUS,OBI-WAN,I have been trained in your Jedi arts by Count Dooku.,876424
GENERAL GRIEVOUS,OBI-WAN,"Attack, Kenobi.",876425
GENERAL GRIEVOUS,OBI-WAN,"Army or not, you must realize you are doomed.",876427
OBI-WAN,GENERAL GRIEVOUS,"Oh, I don't think so.",876428
CLONE COMMANDER CODY,MACE WINDU,"Master Windu, may I interrupt?",876432
CLONE COMMANDER CODY,MACE WINDU,"General Kenobi has made contact with General Grievous, and we have begun our attack.",876434
MACE WINDU,CLONE COMMANDER CODY,"Thank, you Commander.",876435
MACE WINDU,ANAKIN,"Anakin, deliver this report to the chancellor.",876436
MACE WINDU,ANAKIN,His reaction will give us a clue to his intentions.,876437
ANAKIN,MACE WINDU,"Yes, Master.",876438
MACE WINDU,"KI-ADI-MUNDI, YODA",I sense a plot to destroy the Jedi.,876439
MACE WINDU,"KI-ADI-MUNDI, YODA",The dark side of the Force surrounds the Chancellor.,876440
KI-ADI-MUNDI,"MACE WINDU, YODA","If he does not give up his emergency powers after the destruction of Grievous, then he should be removed from office.",876441
MACE WINDU,"KI-ADI-MUNDI, YODA",The jedi council would have to take control of the senate in order to secure a peaceful transition.,876444
YODA,"MACE WINDU, KI-ADI-MUNDI",To a dark place this line of thought will carry us.,876445
YODA,"MACE WINDU, KI-ADI-MUNDI",Hmm.,876446
YODA,"MACE WINDU, KI-ADI-MUNDI",great care we must take.,876446
ANAKIN,PALPATINE,"Chancellor, we have just received a report from Master Kenobi.",876448
ANAKIN,PALPATINE,He has engaged General Grievous.,876449
PALPATINE,ANAKIN,We can only hope that Master Kenobi is up to the challenge.,876450
ANAKIN,PALPATINE,I should be there with him.,876451
PALPATINE,ANAKIN,It is upsetting to me to see that the Council doesn't seem to fully appreciate your talents.,876453
PALPATINE,ANAKIN,Don't you wonder why they won't make you a Jedi Master?,876454
ANAKIN,PALPATINE,I wish I knew.,876455
ANAKIN,PALPATINE,More and more I get the feeling that I am being excluded from the Council.,876456
ANAKIN,PALPATINE,I know there are things about the Force that they are not telling me.,876458
PALPATINE,ANAKIN,"They don't trust you, Anakin.",876459
PALPATINE,ANAKIN,They see your future.,876460
PALPATINE,ANAKIN,They know your power will be too strong to control.,876461
PALPATINE,ANAKIN,You must break through the fog of lies the Jedi have created around you.,876462
PALPATINE,ANAKIN,Let me help you to know the subtleties of the Force.,876463
ANAKIN,PALPATINE,How do you know the ways of the Force?,876464
PALPATINE,ANAKIN,My mentor taught me everything about the Force.,876465
PALPATINE,ANAKIN,even the nature of the dark side.,876466
ANAKIN,PALPATINE,You know the dark side?,876467
PALPATINE,ANAKIN,"Anakin, if one is to understand the great mystery, one must study all its aspects, not just the dogmatic, narrow view of the Jedi.",876469
PALPATINE,ANAKIN,"If you wish to become a complete and wise leader, you must embrace a larger view of the Force.",876473
PALPATINE,ANAKIN,"Be careful of the Jedi, Anakin.",876474
PALPATINE,ANAKIN,Only through me can you achieve a power greater than any Jedi.,876476
PALPATINE,ANAKIN,Learn to know the dark side of the Force and you will be able to save your wife from certain death.,876477
ANAKIN,PALPATINE,What did you say?,876480
PALPATINE,ANAKIN,"Use my knowledge, I beg you.",876481
ANAKIN,PALPATINE,You're the Sith Lord!,876482
PALPATINE,ANAKIN,I know what has been troubling you.,876483
PALPATINE,ANAKIN,Listen to me.,876483
PALPATINE,ANAKIN,Don't continue to be a pawn of the Jedi Council!,876484
PALPATINE,ANAKIN,"Ever since I've known you, you've been searching for a life greater than that of an ordinary Jedi.",876485
PALPATINE,ANAKIN,"a life of significance, of conscience.",876488
PALPATINE,ANAKIN,Are you going to kill me?,876489
ANAKIN,PALPATINE,I would certainly like to.,876489
PALPATINE,ANAKIN,I know you would.,876490
PALPATINE,ANAKIN,I can feel your anger.,876491
PALPATINE,ANAKIN,"It gives you focus, makes you stronger.",876493
ANAKIN,PALPATINE,I am going to turn you over to the Jedi Council.,876494
PALPATINE,ANAKIN,Of course you should.,876494
PALPATINE,ANAKIN,"But you're not sure of their intentions, are you?",876495
ANAKIN,PALPATINE,I will quickly discover the truth of all this.,876496
PALPATINE,ANAKIN,"You have great wisdom, Anakin.",876497
PALPATINE,ANAKIN,Know the power of the dark side.,876498
PALPATINE,ANAKIN,The power to save Padme.,876499
OBI-WAN,OBI-WAN,So uncivilized.
ANAKIN,MACE WINDU,"Master Windu, I must talk to you.",876502
MACE WINDU,ANAKIN,"Skywalker, we just received word that Obi-Wan has destroyed General Grievous.",876503
MACE WINDU,ANAKIN,We're on our way to make sure the chancellor returns emergency power back to the senate.,876504
ANAKIN,MACE WINDU,He won't give up his power.,876505
ANAKIN,MACE WINDU,I've just learned a terrible truth.,876505
ANAKIN,MACE WINDU,I think Chancellor Palpatine is a Sith Lord.,876506
MACE WINDU,ANAKIN,A Sith Lord?,876507
ANAKIN,MACE WINDU,Yes.,876508
ANAKIN,MACE WINDU,The one we have been looking for.,876508
MACE WINDU,ANAKIN,How do you know this?,876509
ANAKIN,MACE WINDU,He knows the ways of the Force.,876509
ANAKIN,MACE WINDU,He has been trained to use the dark side.,876510
MACE WINDU,ANAKIN,Are you sure?,876511
ANAKIN,MACE WINDU,Absolutely.,876511
MACE WINDU,ANAKIN,Then our worst fears have been realized.,876512
MACE WINDU,ANAKIN,We must move quickly if the Jedi Order is to survive.,876513
ANAKIN,MACE WINDU,"Master, the Chancellor is very powerful.",876514
ANAKIN,MACE WINDU,You will need my help if you are going to arrest him.,876515
MACE WINDU,ANAKIN,"For your own good, stay out of this affair.",876516
MACE WINDU,ANAKIN,"I sense a great deal of confusion in you, young Skywalker.",876517
MACE WINDU,ANAKIN,There is much fear that clouds your judgment.,876518
ANAKIN,MACE WINDU,"I must go, Master.",876519
MACE WINDU,ANAKIN,No.,876519
MACE WINDU,ANAKIN,"If what you've told me is true, you will have gained my trust.",876521
MACE WINDU,ANAKIN,"But for now, remain here.",876522
MACE WINDU,ANAKIN,Wait in the council's chambers until we've returned.,876523
ANAKIN,MACE WINDU,"Yes, Master.",876524
PALPATINE,HEAD,"You do know, don't you, if the Jedi destroy me, any chance of saving her will be lost.",876527
PALPATINE,MACE WINDU,Master Windu.,876528
PALPATINE,MACE WINDU,I take it General Grievous has been destroyed then.,876528
PALPATINE,MACE WINDU,"I must say, you're here sooner than expected.",876529
MACE WINDU,PALPATINE,"In the name of the Galactic Senate of the Republic, you are under arrest, Chancellor.",876530
PALPATINE,MACE WINDU,"Are you threatening me, Master Jedi?",876532
MACE WINDU,PALPATINE,The Senate will decide your fate.,876533
PALPATINE,MACE WINDU,I am the Senate!,876534
MACE WINDU,PALPATINE,Not yet!,876534
PALPATINE,MACE WINDU,"It's treason, then.",876535
MACE WINDU,PALPATINE,"You are under arrest, My Lord.",876536
PALPATINE,ANAKIN,Anakin!,876537
PALPATINE,ANAKIN,I told you it would come to this.,876537
PALPATINE,ANAKIN,I was right.,876538
PALPATINE,ANAKIN,The Jedi are taking over.,876539
MACE WINDU,PALPATINE,The oppression of the Sith will never return.,876540
MACE WINDU,PALPATINE,You have lost.,876541
PALPATINE,MACE WINDU,No!,876542
PALPATINE,MACE WINDU,No!,876542
PALPATINE,MACE WINDU,No!,876542
PALPATINE,MACE WINDU,You will die!,876543
PALPATINE,ANAKIN,He's a traitor.,876544
MACE WINDU,ANAKIN,He is a traitor!,876544
PALPATINE,ANAKIN,I have the power to save the one you love.,876546
PALPATINE,ANAKIN,You must choose.,876547
MACE WINDU,ANAKIN,"Don't listen to him, Anakin!",876548
PALPATINE,ANAKIN,Don't let him kill me.,876549
PALPATINE,ANAKIN,I can't hold it any longer.,876550
PALPATINE,ANAKIN,I can't.,876551
PALPATINE,ANAKIN,I'm weak.,876551
PALPATINE,ANAKIN,I'm too weak.,876552
PALPATINE,ANAKIN,Anakin!,876553
PALPATINE,ANAKIN,Help me.,876554
PALPATINE,ANAKIN,Help me!,876554
PALPATINE,ANAKIN,I can't hold on any longer.,876555
MACE WINDU,"PALPATINE, ANAKIN",I am going to end this once and for all.,876556
ANAKIN,MACE WINDU,You can't.,876557
ANAKIN,MACE WINDU,He must stand trial.,876558
MACE WINDU,ANAKIN,He has control of the senate and the courts.,876559
MACE WINDU,ANAKIN,He's too dangerous to be left alive.,876560
PALPATINE,MACE WINDU,But I'm too weak.,876561
PALPATINE,MACE WINDU,Don't kill me.,876561
PALPATINE,MACE WINDU,Please.,876561
ANAKIN,MACE WINDU,It is not the Jedi way.,876562
ANAKIN,MACE WINDU,He must live.,876563
PALPATINE,MACE WINDU,"Please don't, please don't.",876564
ANAKIN,MACE WINDU,I need him.,876565
PALPATINE,MACE WINDU,Please don't.,876566
ANAKIN,MACE WINDU,NO!,876566
PALPATINE,PALPATINE,Power!,876567
PALPATINE,PALPATINE,Unlimited power!,876568
ANAKIN,ANAKIN,What have I done?,876569
PALPATINE,ANAKIN,"You are fulfilling your destiny, Anakin.",876570
PALPATINE,ANAKIN,Become my apprentice.,876571
PALPATINE,ANAKIN,Learn to use the dark side of the Force.,876572
ANAKIN,PALPATINE,I will do whatever you ask.,876573
PALPATINE,ANAKIN,Good.,876574
ANAKIN,PALPATINE,Just help me save Padme's life.,876575
ANAKIN,PALPATINE,I can't live without her.,876576
PALPATINE,ANAKIN,"To cheat death is a power only one has achieved, but if we work together, I know we can discover the secret.",876577
ANAKIN,PALPATINE,I pledge myself to your teachings.,876581
PALPATINE,ANAKIN,Good.,876582
PALPATINE,ANAKIN,Good.,876582
PALPATINE,ANAKIN,The Force is strong with you.,876584
PALPATINE,ANAKIN,A powerful Sith you will become.,876585
PALPATINE,ANAKIN,"Henceforth, you shall be known as Darth.",876587
PALPATINE,ANAKIN,Vader.,876588
VADER,PALPATINE,Thank you.,876589
VADER,PALPATINE,my Master.,876589
PALPATINE,VADER,Rise.,876590
PALPATINE,VADER,"Because the Council did not trust you, my young apprentice, I believe you are the only Jedi with no knowledge of this plot.",876592
PALPATINE,VADER,"When the Jedi learn what has transpired here, they will kill us, along with all the Senators.",876593
VADER,PALPATINE,I agree.,876596
VADER,PALPATINE,The council's next move will be against the Senate.,876597
PALPATINE,VADER,"Every single Jedi, including your friend Obi-Wan Kenobi, is now an enemy of the Republic.",876600
VADER,PALPATINE,"I understand, Master.",876601
PALPATINE,VADER,We must move quickly.,876602
PALPATINE,VADER,"The Jedi are relentless; if they are not all destroyed, it will be civil war without end.",876604
PALPATINE,VADER,"First, I want you to go to the Jedi Temple.",876605
PALPATINE,VADER,We will catch them off balance.,876606
PALPATINE,VADER,"Do what must be done, Lord Vader.",876607
PALPATINE,VADER,Do not hesitate.,876608
PALPATINE,VADER,Show no mercy.,876608
PALPATINE,VADER,Only then will you be strong enough with the dark side to save Padme.,876609
VADER,PALPATINE,What about the other Jedi spread across the galaxy?,876611
PALPATINE,VADER,Their betrayal will be dealt with.,876612
PALPATINE,VADER,"After you have killed all the Jedi in the Temple, go to the Mustafar system.",876614
PALPATINE,VADER,Wipe out Viceroy Gunray and the other Separatist leaders.,876615
PALPATINE,VADER,"Once more, the Sith will rule the galaxy, and we shall have peace.",876617
OBI-WAN,CLONE COMMANDER CODY,"Commander, contact your troops.",876624
OBI-WAN,CLONE COMMANDER CODY,Tell them to move to the higher levels.,876625
CLONE COMMANDER CODY,OBI-WAN,"Very good, sir.",876626
CLONE COMMANDER CODY,OBI-WAN,"Oh, by the way, I think you'll be needing this.",876627
OBI-WAN,CLONE COMMANDER CODY,"Thank you, Cody, Now let's get a move on.",876628
OBI-WAN,CLONE COMMANDER CODY,We've got a battle to win here.,876628
CLONE COMMANDER CODY,OBI-WAN,"Yes, sir!",876629
PALPATINE,CLONE COMMANDER CODY,"Commander Cody, the time has come.",876631
PALPATINE,CLONE COMMANDER CODY,Execute Order 66.,876632
CLONE COMMANDER CODY,PALPATINE,"Yes, My Lord.",876633
CLONE COMMANDER CODY,PALPATINE,Blast him!,876634
KI-ADI-MUNDI,NA,Come on!,876635
PALPATINE,"CLONE PILOT, CLONE COMMANDER GREE",Execute Order 66.,876636
CLONE PILOT,PALPATINE,"It will be done, My Lord.",876637
CLONE COMMANDER GREE,PALPATINE,"It will be done, My Lord.",876637
YOUNGLING,VADER,"Master Skywalker, there are too many of them.",876639
YOUNGLING,VADER,What are we going to do?,876640
THREEPIO,PADME,The Chancellor's office indicated Master Anakin returned to the Jedi Temple.,876641
THREEPIO,PADME,"Don't worry, I'm sure he'll be all right.",876642
BAIL ORGANA,CLONE SERGEANT,What's going on here?,876643
CLONE SERGEANT,BAIL ORGANA,"There's been a rebellion, sir.",876643
CLONE SERGEANT,BAIL ORGANA,"Don't worry, the situation is under control.",876644
CLONE SERGEANT,BAIL ORGANA,"I'm sorry, sir.",876645
CLONE SERGEANT,BAIL ORGANA,It's time for you to leave.,876645
BAIL ORGANA,CLONE SERGEANT,And so it is.,876646
CLONE COMMANDER APPO,NA,Get him!,876647
CLONE COMMANDER APPO,NA,Shoot him!,876647
BAIL ORGANA,NA,No!,876648
AT-ST CLONE SERGEANT,NA,Don't worry about him.,876649
AT-ST CLONE SERGEANT,NA,Let him go.,876649
CLONE SERGEANT,NA,All these Wookiees are dead.,876650
CLONE SERGEANT,NA,Move to the east.,876650
CLONE TROOPER,NA,"Yes, sir.",876651
YODA,"CHEWIE, TARFFUL","Good-bye, Tarfull.",876652
YODA,"CHEWIE, TARFFUL","Good-bye, Chewbacca.",876653
YODA,"CHEWIE, TARFFUL","and Tarfful, miss you I will.",876654
CHEWIE,YODA,GROWLS TWICE
YODA,"CHEWIE, TARFFUL","Miss you, I will.",876654
CHEWIE,"YODA, TARFULL",ROARS EIGHT TIMES IN TOTAL
BAIL ORGANA,NA,Hopefully we will be able to intercept a few Jedi before they walk into this catastrophe.,876656
CLONE CAPTAIN,CLONE TROOPER,Did you find Kenobi?,876657
CLONE TROOPER,CLONE CAPTAIN,"Sir, no one could have survived that fall.",876658
CLONE CAPTAIN,CLONE TROOPER,Start loading your men on the ships.,876659
CLONE CAPTAIN,CLONE TROOPER,Move it.,876660
OBI-WAN,BAIL ORGANA,Emergency Code 913.,876661
OBI-WAN,BAIL ORGANA,I have no contact on any frequency.,876662
BAIL ORGANA,OBI-WAN,Master Kenobi.,876663
OBI-WAN,BAIL ORGANA,Repeat.,876664
BAIL ORGANA,OBI-WAN,Master Kenobi?,876664
OBI-WAN,BAIL ORGANA,Senator Organa!,876665
OBI-WAN,BAIL ORGANA,My Clone Troops turned on me.,876665
OBI-WAN,BAIL ORGANA,I need help.,876665
BAIL ORGANA,OBI-WAN,We have just rescued Master Yoda.,876666
BAIL ORGANA,OBI-WAN,It appears this ambush has happened everywhere.,876667
BAIL ORGANA,OBI-WAN,We're sending you our coordinates.,876668
THREEPIO,R2D2,Hush!,876669
THREEPIO,R2D2,Not so loud!,876669
PADME,VADER,Are you all right?,876670
PADME,VADER,I heard there was an attack on the Jedi Temple.,876670
PADME,VADER,you can see the smoke from here.,876671
VADER,PADME,I'm fine.,876671
VADER,PADME,I'm fine.,876671
VADER,PADME,I came to see if you and the baby are safe.,876672
PADME,VADER,What's happening?,876672
VADER,PADME,The Jedi have tried to overthrow the Republic.,876673
PADME,VADER,I can't believe that!,876674
VADER,PADME,I saw Master Windu attempt to assassinate the Chancellor myself.,876675
PADME,VADER,"Oh Anakin, what are you going to do?",876676
